OBJECTID,BP_NO,STATUS,ADDRESS,UNIT_NO,DESCRIPTION,SCOPE,FILE_TYPE,BLDG_TYPE,APP_DETAIL,APPL_AREA,STOREYS,EST_CON_VALUE,RES_UNITS,DEMO,POSTAL_CODE,BLDG_NO,WARD,ZAREA,LATITUDE,LONGITUDE,APPLICATION_DATE,ISSUE_DATE,COMPLETE_DATE,latitude,longitude
15087,BP 3NEW 21-8765,COMPLETED -ALL INSP SIGNED OFF,3520 QUEENSTON DR,,FRONT ADDITION  ELEVATOR &  EXTERIOR BARRIER FREE RAMP - QUEENSTON DR PUBLIC SCHOOL,ADDITION AND ALTERATION,PUBLIC,SCHOOL - ELEMENTARY,,79.3,,150000,,N,L5C 2G6,,6,24,43.56157103,-79.66244483,1633046400000,2021-12-21,1712275200000,43.561571027953384,-79.6624448251739
15255,FIRE 21-9962,COMPLETED -ALL INSP SIGNED OFF,1110 CAVEN ST,,FIRE ALARM CONTROL PANEL REPLACEMENT& ADDITION OF ONE SMOKE DETECTOR PER FLOOR FOR ELEVATOR,FIRE CODE RETROFIT,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,75000,,N,L5G 4N4,,1,07,43.56987262,-79.5708476,1639440000000,2022-01-12,1646092800000,43.5698726224697,-79.57084760082526
15274,FIRE 21-9958,COMPLETED -ALL INSP SIGNED OFF,7110 DARCEL AVE,,FIRE ALARM CONTROL PANEL REPLACEMENT& ELEVATOR FIRE ALARM DEVICES INSTALLATION,FIRE CODE RETROFIT,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,75000,,N,L4T 3C5,,5,48e,43.71882761,-79.63147041,1639440000000,2022-01-13,1648166400000,43.71882760636498,-79.6314704110514
15280,BP 3ALT 21-10040,COMPLETED -ALL INSP SIGNED OFF,4440 DIXIE RD,,REPLACE & REPAIR ELEVATOR DOOR  WINDOWS & NEW EXTERIOR BOLLARDS - DIXIE STATION,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,57000,,N,,,3,27,43.63035314,-79.61516114,1639958400000,2022-01-14,1657584000000,43.630353143315936,-79.61516113972641
15385,BP 3ALT 21-9975,COMPLETED -ALL INSP SIGNED OFF,3069 WOLFEDALE RD,1,INSTALL PRE-FABRICATED STEEL RAMP AT LOADING DOCK - NAPA AUTO PARTS,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,25000,,N,L5C 1V9,,6,23,43.56520188,-79.63698304,1639526400000,2022-01-24,1709769600000,43.565201884459334,-79.63698303849485
15437,BP 3NEW 21-9660,ISSUED PERMIT,880 RILEY CRT,,NEW  BARRIER FREE RAMP AND NEW CONCRETE STAIRS AT FRONT ENTRANCE - PEEL LIVING,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,37000,,N,L4Y 4E2,,3,20,43.59912817,-79.59605796,1637712000000,2022-01-26,,43.59912816567576,-79.5960579563662
15593,BP 3NEW 22-513,COMPLETED -ALL INSP SIGNED OFF,335 BRITANNIA RD E,103-104,CONVERT(2) EXISTING OVERHEAD DOORS INTO LOADING DOORS  NEW DRIVE IN RAMP & EXIT STAIRS  NEW FIRE RATED CORRIDOR WITH NEW WALL OPENING,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,112000,,N,L4Z 1W9,,5,43w,43.63372087,-79.67187567,1643760000000,2022-02-08,1700611200000,43.63372086764386,-79.67187567181827
15657,BP 3ALT 22-110,COMPLETED -ALL INSP SIGNED OFF,249 CHURCH ST,,INTERIOR ALTERATIONS - NEW BARRIER FREE STAGE LIFT,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,100000,,N,L5M 1N1,,11,38w,43.58105745,-79.70997746,1641859200000,2022-02-14,1713225600000,43.58105744679009,-79.70997745897878
15779,FIRE 22-624,COMPLETED -ALL INSP SIGNED OFF,2200 EGLINTON AVE W,,INSTALLATION OF SMOKE DETECTORS IN ELEVATOR LOBBY,OTHER,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,39000,,N,L5M 2N1,,8,31,43.5590133,-79.70319941,1644278400000,2022-02-24,1668643200000,43.55901329932373,-79.7031994089758
15801,BP 3ALT 22-233,COMPLETED -ALL INSP SIGNED OFF,3615 MORNING STAR DR,,INTERIOR ALTERATIONS - NEW STAGE LIFT FOR GYMNASIUM,OTHER,PUBLIC,SCHOOL - ELEMENTARY,,,,100000,,N,L4T 1Y4,,5,48e,43.72555447,-79.63670575,1642464000000,2022-02-25,1701388800000,43.72555446807571,-79.63670575386371
15830,BP 3ALT 22-232,COMPLETED -ALL INSP SIGNED OFF,1185 MISSISSAUGA VALLEY BLVD,,INTERIOR ALTERATIONS - NEW STAGE LIFT FOR GYMNASIUM,OTHER,PUBLIC,SCHOOL - ELEMENTARY,,,,100000,,N,L5A 3R7,,4,21,43.59930171,-79.62219852,1642464000000,2022-03-01,1705881600000,43.599301713771496,-79.62219851575954
16009,FIRE 22-1063,COMPLETED -ALL INSP SIGNED OFF,1970 FOWLER DR,,INSTALLATION OF FIRE ALARM DEVICES FOR ELEVATOR MODIFICATIONS - OTC,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,35000,,N,L5K 1B5,,8,17,43.52903264,-79.65031449,1646784000000,2022-03-14,1686009600000,43.52903263575147,-79.65031449190221
16010,FIRE 22-1064,COMPLETED -ALL INSP SIGNED OFF,1980 FOWLER DR,,INSTALLATION OF FIRE ALARM DEVICES FOR ELEVATOR MODIFICATIONS - OTC,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,35000,,N,L5K 1B6,,8,17,43.52992841,-79.65066567,1646784000000,2022-03-14,1686009600000,43.52992840827071,-79.65066567140873
16265,FIRE 22-1062,COMPLETED -ALL INSP SIGNED OFF,1301 DUNDAS ST W,,INSTALLATION OF FIRE ALARM DEVICES FOR ELEVATOR MODIFICATIONS,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,101000,,N,L5C 1C9,,6,23,43.55412057,-79.64737278,1646784000000,2022-04-05,1651017600000,43.55412056936708,-79.64737277695757
16441,FIRE 22-1206,COMPLETED -ALL INSP SIGNED OFF,7230 DARCEL AVE,,INSTALLATION OF FIRE ALARM DEVICES - ELEVATOR MODERNIZATION AS PER TSSA,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,70000,,N,L4T 3T6,,5,48e,43.72069389,-79.63514234,1647561600000,2022-04-22,1651449600000,43.72069388951837,-79.63514234090437
16443,FIRE 22-1205,COMPLETED -ALL INSP SIGNED OFF,7280 DARCEL AVE,,INSTALLATION OF FIRE ALARM DEVICES - ELEVATOR MODERNIZATION AS PER TSSA,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,70000,,N,L4T 3T7,,5,48e,43.7214336,-79.63674096,1647561600000,2022-04-22,1651449600000,43.721433601281625,-79.6367409605259
16444,FIRE 22-1207,COMPLETED -ALL INSP SIGNED OFF,7170 DARCEL AVE,,FIRE ALARM SYSTEM UPGRADE TO FACILITATE ELEVATOR UPGRADE,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,35000,,N,L4T 3T5,,5,48e,43.71975477,-79.63307661,1647561600000,2022-04-22,1651449600000,43.71975476880188,-79.6330766053894
16694,BP 3NEW 22-1678,COMPLETED -ALL INSP SIGNED OFF,1500 DUNDAS ST E,1126,REVISION TO BP 21-5360 - ENLARGED EXTERIOR REAR DOOR WITH RAMP (ALONG GRID 14),ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL RETAIL-SINGLE USER,,,,76000,,N,L4X 1L4,A,1,12,43.61043248,-79.57775284,1650412800000,2022-05-12,1756425600000,43.61043247525091,-79.57775284403253
16780,FIRE 22-2058,ISSUED PERMIT,5580 EXPLORER DR,,ALTERATION TO FIRE ALARM SYSTEM FOR ELEVATOR UPGRADE,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,6,78000,,N,L4W 4Y1,,5,34w,43.65847985,-79.61057342,1652918400000,2022-05-24,,43.65847985069891,-79.61057341897738
16791,FIRE 22-2057,ISSUED PERMIT,5600 EXPLORER DR,,ALTERATION TO FIRE ALARM SYSTEM FOR ELEVATOR UPGRADE,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,4,78000,,N,L4W 4Y2,,5,34w,43.65847985,-79.61057342,1652918400000,2022-05-24,,43.65847985069891,-79.61057341897738
16842,BP 3ALT 22-2032,COMPLETED -ALL INSP SIGNED OFF,2700 AQUITAINE AVE,,PARKING GARAGE RAMP REPAIR,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,38000,,N,L5N 3J6,,9,46w,43.58762514,-79.75563991,1652918400000,2022-05-27,1672876800000,43.58762513810926,-79.75563990718209
16848,BP 3NEW 22-695,COMPLETED -ALL INSP SIGNED OFF,3545 MORNING STAR DR,,2ND FLR ADDN WITHIN BLDG  NEW BARRIER FREE RAMP  NEW CANOPY  CHANGE OF USE  RENOVATION TO EXISTING BUILDING (FILL IN EXISTING SWIMMING POOL) - MALTON YOUTH HUB,ADDITION AND ALTERATION,PUBLIC,PUBLIC - OTHER,,1696,2,2693000,,N,L4T 1Y3,,5,48e,43.72475288,-79.64045235,1644537600000,2022-05-27,1690416000000,43.72475288159188,-79.64045234674677
16893,FIRE 21-5815,COMPLETED -ALL INSP SIGNED OFF,1061 SENECA AVE,,FIRE ALARM CONTROL PANEL REPLACEMENT - UPGRADE TO ELEVATOR CONTROL SYSTEM,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,35000,,N,L5G 3X7,,1,07,43.56381169,-79.57551165,1617148800000,2022-06-01,1690156800000,43.563811690868604,-79.57551165163525
16952,BP 3ALT 22-1940,COMPLETED -ALL INSP SIGNED OFF,3620 KANEFF CRES,,REPLACE LIFT WITH NEW BARRIER FREE RAMP WITHIN GROUND FLOOR OF EXISTING APT BLDG  ALTERATIONS TO PARTY ROOM &  MANAGEMENT OFFICE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,312000,,N,L5A 3X1,,4,21,43.59242359,-79.63232793,1652227200000,2022-06-07,1712620800000,43.59242359190637,-79.63232793315318
16955,BP 3ALT 21-8166,COMPLETED -ALL INSP SIGNED OFF,5200 ORBITOR DR,,INTERIOR ALTERATIONS - INSTALL NEW ELEVATOR SHAFT WITH ELEVATOR IN FOYER C/R 11-3688,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,2,110000,,N,L4W 5B4,,5,34w,43.65876943,-79.60622672,1630281600000,2022-06-07,1680566400000,43.65876943127768,-79.60622671603555
16965,BP 3ALT 22-1671,COMPLETED -ALL INSP SIGNED OFF,3131 MORNING STAR DR,,INTERIOR ALTERATIONS TO GROUND & SECOND FLOORS NEAR MAIN ENTRANCE AREA  INCLUDING ELEVATOR INSTALLATION & BARRIER FREE WASHROOMS,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,207000,,N,L4T 1X3,,5,48w,43.71459166,-79.64832286,1650326400000,2022-06-07,1677801600000,43.71459165962138,-79.6483228619947
17139,BP 3ALT 22-1247,COMPLETED -ALL INSP SIGNED OFF,2680 SKYMARK AVE,FLRS 1-2,INTERIOR ALTERATIONS TO EXISTING ELEVATOR LOBBY ON 1ST & 2ND FLOOR,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,148000,,N,L4W 5L6,,5,34e,43.65977351,-79.59612637,1647907200000,2022-06-21,1685404800000,43.6597735112517,-79.59612637152371
17146,BP 3ALT 22-1921,COMPLETED -ALL INSP SIGNED OFF,327 QUEEN ST S,,ALTERATION TO ADD NEW ENTRANCE RAMP WITHIN REAR AND SIDE YARD OF EXISTING BLDG  NEW EXTERIOR REAR YARD CANOPY,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,91000,,N,L5M 1M3,,11,38w,43.57756656,-79.70754565,1652227200000,2022-06-21,1682553600000,43.57756655614897,-79.70754564760206
17407,BP 3NEW 22-1722,COMPLETED -ALL INSP SIGNED OFF,2420 SURVEYOR RD,,INT ALTS TO PUBLIC CORE AREA & SUITES ON THE GRD & 2ND FLR  (19) SUITES TO BE BARRIER FREE  REPLACE EXTERIOR SLIDING DOORS WITH WINDOWS  CONCRETE PAD FOR GENERATOR - COMFORT INN,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,1017000,,N,L5N 4E6,,9,46e,43.5888083,-79.74291859,1650585600000,2022-07-15,1705881600000,43.58880830450794,-79.74291859149047
17488,BP 3ALT 22-2703,COMPLETED -ALL INSP SIGNED OFF,2200 DUNDAS ST E,1,INTERIOR ALTERATIONS TO NEW RESTAURANT WITH NEW EXTERIOR BARRIER FREE RAMP AT FRONT ENTRANCE - FAT FORK,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL RETAIL - MULTI-USER,,,,474000,,N,L4X 2V3,,1,12,43.62541688,-79.56542303,1656547200000,2022-07-22,1678665600000,43.62541687664323,-79.56542302560257
17603,BP 9ALT 22-2136,COMPLETED -ALL INSP SIGNED OFF,1497 SUNNYCOVE DR,,PARTIAL ROOF REPLACEMENT  INSTALL HANDRAIL FOR FRONT PORCH,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,131000,,N,L4X 1B4,,1,12,43.60175067,-79.56663981,1653523200000,2022-08-03,1683590400000,43.601750667054446,-79.56663981432744
17785,BP 3ALT 22-3405,COMPLETED -ALL INSP SIGNED OFF,66 HIGH ST E,,CONCRETE REPAIRS TO UNDERGROUND PARKING GARAGE AND RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,85000,,N,L5G 1K2,,1,08,43.55503024,-79.5844785,1660521600000,2022-08-17,1677628800000,43.55503024199207,-79.58447849946833
17796,BP 3ALT 22-2317,COMPLETED -ALL INSP SIGNED OFF,6775 FINANCIAL DR,Floor 4,INTERIOR DEMOLITION BACK TO BASE WITH MINOR INTERIOR ALTERATIONS TO THE ELEVATOR LOBBY - LANDLORD WORK,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,102000,,N,L5N 0A4,,11,45w,43.61022699,-79.74296847,1654560000000,2022-08-18,1668470400000,43.61022698538608,-79.7429684689179
17815,BP 3ALT 22-2589,COMPLETED -ALL INSP SIGNED OFF,55 STANDISH CRT,300,INTERIOR ALTERATIONS TO UNIT 300  SUITE SEPERATION TO CREATE UNIT 300 & 301  NEW UNIVERSAL WASHROOM ACCESSIBLE FROM PUBLIC CORRIDOR.,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,1324000,,N,L5R 4A1,,5,44e,43.62642517,-79.68515181,1655856000000,2022-08-19,1685404800000,43.62642517097295,-79.68515180866514
17932,BP 9ALT 22-3520,COMPLETED -ALL INSP SIGNED OFF,46 BEN MACHREE DR,,REVISION TO PERMIT 21-5106 - MINOR STRUCTURAL LAYOUT CHANGES IN BASEMENT  REMOVE ELEVATOR ACCESS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,17000,,N,L5H 2S3,,1,08,43.54062507,-79.59220819,1660867200000,2022-09-01,1743379200000,43.5406250708698,-79.59220818507507
17985,BP 3ALT 21-5358,ISSUED PERMIT,7080 DIXIE RD,,INSTALLATION OF AN ELEVATOR - ONTARIO KHALSA DARBAR,ALTERATION TO EXISTING BLDG,PUBLIC,CHURCH,,,,37000,,N,L5S 1B7,,5,50w,43.67615075,-79.67831514,1614729600000,2022-09-07,,43.67615074861546,-79.67831513930672
18013,BP 9ALT 22-3065,COMPLETED -ALL INSP SIGNED OFF,1815 GREENVIEW CRT,,INSTALL (1) NEW ACCESSIBILITY ELEVATOR WITHIN EXISTING SFD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,23000,,N,L5L 3W1,,8,31,43.55647132,-79.68221915,1658707200000,2022-09-09,1762128000000,43.55647131838607,-79.68221915383522
18091,BP 3ALT 22-3029,COMPLETED -ALL INSP SIGNED OFF,3580 THOMAS ST,,REVISION TO PERMIT 21-4802 - REMOVE PARTIAL SPRINKLER SYSTEM  EXTEND (1) STAIRCASE & ELEVATOR TO ACCESS THE ROOF - LANDLORD WORK,REVISIONS,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,76000,,N,L5M 2S6,,10,57,43.55792804,-79.74125267,1658361600000,2022-09-15,1666915200000,43.55792803816741,-79.74125266797039
18153,BP 3ALT 22-3511,COMPLETED -ALL INSP SIGNED OFF,2345 CONFEDERATION PKY,,REPAIR TO PARKING GARAGE AND RETAINING WALL  INSTALL HANDRAIL,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,421000,,N,L5B 2H3,,7,15,43.57350926,-79.61224485,1660867200000,2022-09-20,1697673600000,43.57350925545119,-79.6122448527334
18155,BP 9ALT 22-3066,ISSUED PERMIT,4834 HURON HEIGHTS DR,,INSTALL (1) NEW ACCESSIBILITY ELEVATOR WITHIN EXISTING SFD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,23000,,N,L4Z 4H8,,4,28,43.60937431,-79.6445421,1658707200000,2022-09-21,,43.60937431301239,-79.64454210226523
18196,FIRE 22-3176,COMPLETED -ALL INSP SIGNED OFF,15 FAIRVIEW RD E,,FIRE ALARM DEVICES UPGRADE FOR ELEVATOR EMERGENCY RECALL OPERATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,39000,,N,L5A 4C6,,4,21,43.58852305,-79.62710718,1659052800000,2022-09-23,1718064000000,43.588523052633285,-79.62710718123405
18273,FIRE 22-3179,COMPLETED -ALL INSP SIGNED OFF,1022 GREAVES AVE,,FIRE ALARM DEVICES UPGRADE FOR ELEVATOR  EMERGENCY RECALL OPERATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,39000,,N,L5E 3J4,,1,06,43.57183217,-79.5653331,1659052800000,2022-09-28,1718323200000,43.571832171356775,-79.56533310085563
18288,BP 3ALT 22-3544,COMPLETED -ALL INSP SIGNED OFF,2700 MATHESON BLVD E,,ALTERATION AND REPAIR WITHIN EXISTING (2) STOREY PARKING GARAGE STRUCUTRE - REPAIR CONCRETE RAMP & FLOOR  REPLACE DRAIN PIPES,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,92000,,N,L4W 4V9,,5,34e,43.66287686,-79.59988491,1661126400000,2022-09-29,1709164800000,43.662876862030394,-79.59988490642503
18334,FIRE 22-3180,COMPLETED -ALL INSP SIGNED OFF,3020 QUEEN FREDERICA DR,,FIRE ALARM DEVICES UPGRADE FOR ELEVATOR  EMERGENCY RECALL OPERATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,39000,,N,L4Y 2Z8,,3,20,43.60698505,-79.58754836,1659052800000,2022-10-06,1727913600000,43.606985045526294,-79.58754835783256
18350,FIRE 22-3178,COMPLETED -ALL INSP SIGNED OFF,30 HANSON RD,,FIRE ALARM DEVICES UPGRADE FOR ELEVATOR  EMERGENCY RECALL OPERATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,39000,,N,L5B 3A7,,7,22,43.58571659,-79.62558726,1659052800000,2022-10-06,1718236800000,43.58571659253971,-79.62558725840152
18458,FIRE 22-3159,COMPLETED -ALL INSP SIGNED OFF,2460 TRUSCOTT DR,,FIRE ALARM DEVICES UPGRADE FOR ELEVATOR EMERGENCY RECALL OPERATION - SHERIDAN VILLA LONG TERM CARE FACILITY,OTHER,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,101000,,N,L5J 3Z8,,2,11,43.51040322,-79.64820442,1658966400000,2022-10-17,1770163200000,43.51040321529463,-79.64820441995467
18481,BP 9ALT 22-3130,ISSUED PERMIT,1767 GROSVENOR PL,,NEW FRONT ADDITION ABOVE EXISTING ATTACHED GARAGE  NEW REAR SECOND STOREY ADDITION AND NEW ELEVATOR,ADDITION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,98,,195000,,N,L5L 3V8,,8,24,43.55255908,-79.67837155,1658880000000,2022-10-18,,43.552559075127185,-79.67837155135466
18678,SEC UNIT 22-2099 SU,ISSUED PERMIT,3206 FLANAGAN CRES,,RESIDENTIAL SECOND UNIT IN THE BASEMENT WITH BELOW GRADE ENTRANCE RAMP IN THE FRONT YARD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,SECOND UNIT,135.7,,217000,1,N,L5C 2M5,,6,24,43.55576811,-79.65444294,1653350400000,2022-11-02,,43.5557681063355,-79.65444293504426
18732,BP 9ALT 21-9976,COMPLETED -ALL INSP SIGNED OFF,2179 ROBIN DR,,EXTERIOR ALTERATIONS - ADDITION OF ELEVATOR IN REAR YARD,ADDITION AND ALTERATION,RESIDENTIAL,DETACHED DWELLING,,,,140000,,N,L5K 2L5,,8,17,43.53133288,-79.64882354,1639526400000,2022-11-07,1709683200000,43.53133287886871,-79.64882353669677
18942,BP 9ALT 22-4571,COMPLETED -ALL INSP SIGNED OFF,562 CHANTENAY DR,,NEW ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,SEMI-DETACHED DWELLING,,,,23000,,N,L5A 1G2,,7,14,43.58249614,-79.5904826,1667174400000,2022-11-22,1750377600000,43.58249614088098,-79.59048259650137
18973,BP 9ALT 22-4266,COMPLETED -ALL INSP SIGNED OFF,4252 HICKORY DR,,INTERIOR ALTERATIONS TO INSTALL AN ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,23000,,N,L4W 1L2,,3,27,43.62549458,-79.61108109,1665619200000,2022-11-24,1730937600000,43.62549457559698,-79.61108109398405
18985,BP 9ALT 22-4828,COMPLETED -ALL INSP SIGNED OFF,2233 ROSEGATE DR,,ALTERATION WITHIN BASEMENT  GROUND AND SECOND FLOOR OF EXISTING SFD FOR NEW ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,42000,,N,L5M 5A6,,11,39e,43.56661525,-79.70362657,1668643200000,2022-11-25,1678665600000,43.56661524918186,-79.70362657030823
19183,BP 3NEW 22-2212,COMPLETED -ALL INSP SIGNED OFF,3455 HAVENWOOD DR,,EXTERIOR BARRIER FREE RAMP & STAIRS,OTHER,RESIDENTIAL,ROW DWELLING,,,,54000,,N,L4X 2M7,,3,19,43.62081179,-79.59342337,1653955200000,2022-12-13,1729468800000,43.62081179399956,-79.59342336775407
19253,BP 3ALT 22-4576,COMPLETED -ALL INSP SIGNED OFF,92 WILLIAM ST,,NEW STAIR AND RAMP FOR EXISTING PORCH IN REAR YARD OF EXISTING BLDG,ADDITION AND ALTERATION,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,38000,,N,L5M 1J5,,11,39e,43.58343464,-79.71870999,1666915200000,2022-12-19,1736380800000,43.58343464227638,-79.71870999410865
19290,FIRE 22-5140,COMPLETED -ALL INSP SIGNED OFF,39 STAVEBANK RD,,FIRE ALARM DEVICES UPGRADE FOR ELEVATOR EMERGENCY RECALL OPERATION,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,77000,,N,L5G 4N7,,1,08,43.55375987,-79.58857539,1670889600000,2022-12-22,1685318400000,43.55375986625056,-79.58857539213524
19636,FIRE 23-5582,COMPLETED -ALL INSP SIGNED OFF,1535 LAKESHORE RD E,,FIRE ALARM SYSTEM UPGRADE ( ELEVATOR MODERNIZATION),OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,90000,,N,L5E 3E2,,1,05,43.58914081,-79.54830795,1674086400000,2023-01-27,1706659200000,43.589140805231736,-79.54830795315101
19696,BP 3ALT 22-1459,COMPLETED -ALL INSP SIGNED OFF,6900 AIRPORT RD,"250,286 & 290",UPGRADE OF EXISTING BARRIER-FREE WASHROOMS AND ENTRANCES TO THE IMMIGRATION CENTRE,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,2,80000,,N,L4V 1E8,,5,40w,43.70350677,-79.63832813,1649030400000,2023-02-01,1692316800000,43.70350677339834,-79.63832813112714
19859,PLUMHOUS 23-5982,COMPLETED -ALL INSP SIGNED OFF,1903 OWLSNEST LANE,,ALTERATIONS WITHIN FIRST FLOOR OF EXISTING SFD  CONVERTING EXISTING CLOSET INTO BARRIER FREE SHOWER,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,23000,,N,L4W 2J1,,3,26,43.6391869,-79.59852582,1676246400000,2023-02-15,1677715200000,43.639186904055414,-79.5985258217244
19959,FIRE 23-5553,COMPLETED -ALL INSP SIGNED OFF,3900 CONFEDERATION PKY,,INSTALLATION OF (4) MAGLOCKS AT PARKING GARAGE ELEVATOR VESTIBULES,ELECTROMAG LOCK DEVICE,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,20000,,N,,PH 1,7,22,43.58451316,-79.64472931,1674086400000,2023-03-01,1718582400000,43.584513156287386,-79.64472931277307
20012,BP 9ALT 23-6081,COMPLETED -ALL INSP SIGNED OFF,1298 BUNSDEN AVE,,REVISION TO PERMIT 22-1735 - ELIMINATE ELEVATOR  EXISTING STAIRCASE & SECOND FLOOR TO REMAIN AS-IS  RELOCATE HVAC GRILL ON GROUND FLOOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,0,,N,L5H 3T9,,8,17,43.54143891,-79.63431085,1676937600000,2023-03-07,1680652800000,43.541438910564786,-79.63431084531757
20244,BP 9SMAL 22-4845,COMPLETED -ALL INSP SIGNED OFF,291 QUEEN ST S,,ALTERATIONS TO ADD NEW RAMP & PORCH WITHIN FRONT YARD WITH INTERIOR ALTERATIONS TO ALL FLOORS OF EXISTING SFD - ENDLESS ABILITIES INC.,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE- SINGLE USER,,,,132000,,N,L5M 1L9,,11,38w,43.57925049,-79.70940468,1668470400000,2023-03-24,1691712000000,43.57925048964093,-79.7094046848629
20645,BP 3ALT 23-6393,COMPLETED -ALL INSP SIGNED OFF,6030 KESTREL RD,,REVISION TO BP 22-3058 - REMOVAL OF REAR RAMP AND WINDOWS  ALTERATIONS TO REAR EXTERIOR STAIRS  AND INTERIOR ALTERATIONS,REVISIONS,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,38000,,N,L5T 1S8,,5,43e,43.64402236,-79.66170442,1678924800000,2023-04-26,1684195200000,43.64402235837182,-79.6617044230217
20712,BP 3NEW 23-6415,COMPLETED -ALL INSP SIGNED OFF,1530 SPRINGWELL AVE,,EXIT STAIR SHAFT EXPANSION  INTERIOR ALTERATIONS FOR NEW ELEVATOR AND BARRIER FREE WASHROOMS - HILLCREST MIDDLE SCHOOL,ADDITION AND ALTERATION,PUBLIC,SCHOOL - ELEMENTARY,,17.16,,163000,,N,L5J 3H6,,2,10,43.52460126,-79.63927115,1679270400000,2023-05-01,1770336000000,43.524601260611206,-79.63927115345062
