OBJECTID,BP_NO,STATUS,ADDRESS,UNIT_NO,DESCRIPTION,SCOPE,FILE_TYPE,BLDG_TYPE,APP_DETAIL,APPL_AREA,STOREYS,EST_CON_VALUE,RES_UNITS,DEMO,POSTAL_CODE,BLDG_NO,WARD,ZAREA,LATITUDE,LONGITUDE,APPLICATION_DATE,ISSUE_DATE,COMPLETE_DATE,latitude,longitude
127,FIRE 17-9000,COMPLETED -ALL INSP SIGNED OFF,1111 BOUGH BEECHES BLVD,,FIRE PANEL REPLACEMENT AND INSTALLATION OF SMOKE DETECTORS IN EACH ELEVATOR LOBBY,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,67000,,N,L4W 4N1,,3,26,43.62489545,-79.60100448,1512950400000,2018-01-15,1568246400000,43.62489544961892,-79.60100447501212
216,FIRE 18-166,ISSUED PERMIT,1440 BLOOR ST,,FIRE ALARM PANEL REPLACEMENT FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,69000,,N,L4X 1R5,,3,19,43.61713644,-79.59331393,1516060800000,2018-01-24,,43.61713644181814,-79.59331392650577
433,FIRE 18-251,COMPLETED -ALL INSP SIGNED OFF,1025 FERGUS AVE,,FIRE ALARM SYSTEM UPGRADES FOR ELEVATOR MODIFICATIONS,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,69000,,N,L5E 3G7,,1,06,43.58404058,-79.55289953,1516665600000,2018-02-21,1528416000000,43.584040576525474,-79.55289953014004
511,BP 9ALT 18-96,COMPLETED -ALL INSP SIGNED OFF,2603 LIRUMA RD,,REVISION - LAYOUT CHANGES  ELEVATOR REMOVED  DECK ENLARGEMENT  EXTERIOR WINDOW & DOOR ALTERATIONS.,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,2,141000,,N,L5K 1Y8,,2,18,43.53001584,-79.6704977,1515456000000,2018-02-28,1577059200000,43.53001584196703,-79.67049769511316
1091,BP 3ALT 17-6560,ISSUED PERMIT,1015 ROOSEVELT RD,,EXTERIOR ALTERATIONS - CLOSE UNDERGROUND PARKING RAMP WITH A STRUCTURAL RETAINING WALL,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,80000,,N,L5G 3Y7,,1,07,43.56413885,-79.57334165,1497484800000,2018-04-27,,43.564138846473085,-79.57334164552918
1184,BP 3ALT 18-1542,ISSUED PERMIT,2100 SHEROBEE RD,,LOCALIZED CONCRETE REPAIRS OF UNDERGROUND RAMP AND GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,37000,,N,L5A 4C5,,7,14,43.57161371,-79.60158396,1525046400000,2018-05-04,,43.571613707483706,-79.60158395747334
1492,BP 9ALT 18-1778,COMPLETED -ALL INSP SIGNED OFF,953 NINTH ST,,REVISION TO BP 17-7374 - ADD 2ND FURNACE & CAR LIFT   TRUSS DESIGN & STRUCTURAL CHANGES,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,50000,,N,L5E 1S2,,1,06,43.5842761,-79.57296785,1526428800000,2018-06-01,1562544000000,43.58427609817719,-79.57296784922319
1535,FIRE 17-5632,COMPLETED -ALL INSP SIGNED OFF,7435 GOREWAY DR,,ADDITION OF FIRE ALARM DEVICES DUE TO ELEVATOR MODERNIZATION  REPLACEMENT OF EXISTING FIRE ALARM CONTROL PANEL.,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,34000,,N,L4T 4G5,,5,48e,43.72283926,-79.64282052,1491523200000,2018-06-07,1679011200000,43.72283925777987,-79.6428205213204
2057,BP 9ALT 18-2404,COMPLETED -ALL INSP SIGNED OFF,4403 BEACON LANE,,INSTALLATION OF AN INTERIOR ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,20000,,N,L5C 4K1,,6,30,43.57798032,-79.6655393,1530230400000,2018-07-19,1532476800000,43.577980317321604,-79.66553930455193
2224,FIRE 18-2671,COMPLETED -ALL INSP SIGNED OFF,2250 SOUTH MILLWAY,LOBBY,ONE(1) SMOKE DETECTOR INSTALLATION IN ELEVATOR LOBBY,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,37000,,N,L5L 3J6,,8,25,43.54112145,-79.68285797,1531958400000,2018-08-01,1579046400000,43.541121451893346,-79.68285796784984
2742,BP 3ALT 18-3222,COMPLETED -ALL INSP SIGNED OFF,2301 DERRY RD W,,PARKING GARAGE RAMP RETAINING WALL REMEDIATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,36000,,N,L5N 2R4,,9,54w,43.59329297,-79.76670253,1536105600000,2018-09-25,1704672000000,43.593292969743835,-79.7667025255431
3247,BP 9ALT 18-3660,COMPLETED -ALL INSP SIGNED OFF,123 ST. LAWRENCE DR,,INTERIOR ALTERATIONS - ELEVATOR INSTALLATION,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,,,20000,,N,,,1,07,43.55613328,-79.5784444,1538611200000,2018-11-07,1571356800000,43.5561332793893,-79.5784443956189
3294,FIRE 18-3900,COMPLETED -ALL INSP SIGNED OFF,2445 THE COLLEGEWAY,,FIRE ALARM CONTROL PANEL REPLACEMENT  SMOKE DETECTORS IN FRONT OF ELEVATORS ON EACH FLOOR & ELEVATOR MODULATOR RELAY FUNCTIONS,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,69000,,N,L5L 2E5,,8,25,43.53723337,-79.68542835,1540339200000,2018-11-13,1639353600000,43.53723337251883,-79.6854283492824
3681,BP 9ALT 18-4566,COMPLETED -ALL INSP SIGNED OFF,5732 RIVERSIDE PL,,INSTALL ELEVATOR (BASEMENT TO SECOND FLOOR),ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,20000,,N,L5M 4W5,,6,38w,43.58682769,-79.71094766,1544572800000,2018-12-13,1589760000000,43.58682769454671,-79.71094765703552
4292,BP 3BLD 19-5408,COMPLETED -ALL INSP SIGNED OFF,2323 CONFEDERATION PKY,,EXTERIOR WALL REPAIR  EXTERIOR STAIR WELLS & PARKING RAMP RAILING REPLACEMENT,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,185000,,N,L5B 1R6,,7,15,43.57297437,-79.61171499,1551312000000,2019-03-05,1571356800000,43.572974374598985,-79.61171498592229
4408,BP 3ALT 18-4447,COMPLETED -ALL INSP SIGNED OFF,2520 EGLINTON AVE W,2ND FL,NEW ELEVATOR TO ACCESS 2ND FLOOR OFFICE & REVISED LAYOUT OF OFFICE SPACE,REVISIONS,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,755000,,N,L5M 0Y4,C,8,32,43.55750469,-79.70641077,1543795200000,2019-03-18,1635897600000,43.55750469143364,-79.70641077311333
4467,BP 3NEW 19-4920,COMPLETED -ALL INSP SIGNED OFF,33 CENTRAL PKY W,,NEW ENCLOSURE OVER EXISTING RAMP TO THE PARKING GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,126000,,N,L5B 1L4,,7,22,43.58871282,-79.63039498,1547596800000,2019-03-22,1604620800000,43.58871282125264,-79.63039497589244
5107,FIRE 19-6216,COMPLETED -ALL INSP SIGNED OFF,3170 KIRWIN AVE,,UPGRADING FIRE ALARM SYSTEM - NEW (16) SMOKE DETECTORS IN ELEVATOR LOBBY THROUGH ENTIRE BUILDING,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,71000,,N,L5A 3R1,,7,21,43.58440324,-79.61747067,1556496000000,2019-05-23,1598313600000,43.584403241021214,-79.6174706688455
5211,BP 9ALT 19-5155,COMPLETED -ALL INSP SIGNED OFF,363 THRACE AVE,,NEW (1) STOREY REAR ADDITION & BARRIER FREE RAMP AT SIDE,ADDITION AND ALTERATION,RESIDENTIAL,SEMI-DETACHED DWELLING,,21.97,,56000,,N,L5B 2B2,,7,15,43.56970847,-79.62121492,1549238400000,2019-06-04,1572566400000,43.569708468174866,-79.62121492433023
5455,BP 3ALT 19-6757,COMPLETED -ALL INSP SIGNED OFF,3050 CONSTITUTION BLVD,,(1) EXTERIOR DOOR WIDENING,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,34000,,N,L4Y 3X1,,3,20,43.60323862,-79.59243277,1559606400000,2019-06-21,1611705600000,43.603238615898874,-79.59243276949276
5466,BP 3ALT 19-6758,COMPLETED -ALL INSP SIGNED OFF,3060 CONSTITUTION BLVD,,(1) EXTERIOR DOOR WIDENING TO ELETRICAL ROOM,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,34000,,N,L4Y 3X8,,3,20,43.60207396,-79.59415787,1559606400000,2019-06-21,1611705600000,43.60207396395012,-79.59415786857407
5506,FIRE 19-6922,COMPLETED -ALL INSP SIGNED OFF,1423 MISSISSAUGA VALLEY BLVD,,FIRE ALARM UPGRADE FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,71000,,N,L5A 4A5,,4,21,43.59490491,-79.62835961,1560470400000,2019-06-25,1569283200000,43.594904905178566,-79.62835960570018
5508,FIRE 19-6921,COMPLETED -ALL INSP SIGNED OFF,1477 MISSISSAUGA VALLEY BLVD,,FIRE ALARM UPGRADE FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,71000,,N,L5A 3Y4,,4,21,43.59397521,-79.62865739,1560470400000,2019-06-25,1569283200000,43.59397520792511,-79.62865739299718
5616,BP 3NEW 19-6449,COMPLETED -ALL INSP SIGNED OFF,80 PORT ST E,,PARKING GARAGE RAMP REPAIRS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,35000,,N,,,1,08,43.5543697,-79.58137697,1557705600000,2019-07-04,1572480000000,43.55436969988513,-79.58137697049722
6441,FIRE 19-6727,COMPLETED -ALL INSP SIGNED OFF,285 NORTH SERVICE RD,,FIRE ALARM SYSTEM UPGRADING -  NEW SMOKE DETECTORS IN ELEVATOR LOBBIES,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,35000,,N,L5A 1A8,,7,14,43.5755944,-79.59334551,1559260800000,2019-09-16,1575936000000,43.57559440149772,-79.59334550568848
6450,BP 3BLD 19-7923,COMPLETED -ALL INSP SIGNED OFF,20 ELIZABETH ST N,,PARKING GARAGE REPAIRS TO CONCRETE & RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,165000,,N,L5G 2Z1,,1,08,43.55398936,-79.58639505,1566777600000,2019-09-16,1615507200000,43.55398936259215,-79.58639504541104
6688,BP 9ALT 19-7789,COMPLETED -ALL INSP SIGNED OFF,4192 HICKORY DR,,REVISION TO 17-8042-ADD ELEVATOR RELOCATE 2ND FURNACE ROOM KITCHEN PARTITIONS GARAGE S.O.G TO STRUCTURAL SLAB REVISED FLOOR SYSTEM&TRUSSES,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,310000,,N,L4W 1L2,,3,27,43.62452972,-79.60986344,1565827200000,2019-10-04,1693872000000,43.624529723788015,-79.60986343957552
7236,BP 3BLD 19-8813,COMPLETED -ALL INSP SIGNED OFF,350 PRINCESS ROYAL DR,,PARKING GARAGE REPAIRS TO EXTERIOR RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,80000,,N,L5B 4N1,B,4,29,43.58751383,-79.646442,1571702400000,2019-11-18,1590364800000,43.58751383375461,-79.64644200380197
7244,BP 9ALT 19-8353,COMPLETED -ALL INSP SIGNED OFF,3691 ARUBA PL,,INSTALLATION OF ELEVATOR LIFT  FINISHED BASEMENT,ALTERATION TO EXISTING BLDG,RESIDENTIAL,SEMI-DETACHED DWELLING,,,,67000,,N,L5M 6Z2,R,10,57,43.5601502,-79.75278906,1569369600000,2019-11-19,1608076800000,43.56015020119692,-79.75278906115564
8328,BP 3ALT 20-249,COMPLETED -ALL INSP SIGNED OFF,3055 TOMKEN RD,,LOCALIZED CONCRETE REPAIRS & WATERPROOFING OF EXISTING PEDESTRIAN RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,67000,,N,L4Y 3X9,,3,20,43.60207396,-79.59415787,1579737600000,2020-02-25,1678924800000,43.60207396395012,-79.59415786857407
8342,FIRE 19-9571,ISSUED PERMIT,2757 BATTLEFORD RD,,FIRE ALARM PANEL REPLACEMENT & INSTALLATION OF SMOKE DETECTORS IN ELEVATOR LOBBY,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,46000,,N,L5N 3A8,,9,46w,43.58373191,-79.75369533,1575936000000,2020-02-27,,43.58373191073323,-79.75369533129933
8531,FIRE 20-708,COMPLETED -ALL INSP SIGNED OFF,1475 BLOOR ST,,INSTALLATION OF FIRE ALARM DEVICES - ELEVATOR MODERNIZATION AS PER TSSA,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,70000,,N,L4X 1R7,,3,19,43.61843443,-79.59337346,1583107200000,2020-03-17,1618704000000,43.61843443169789,-79.5933734559676
8715,FIRE 20-889,ISSUED PERMIT,880 RILEY CRT,,UPGRADING EXISTNG FIRE ALARM SYSTEM AND ELEVATOR CONTROL SYSTEM,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,95000,,N,L4Y 4E2,,3,20,43.59912817,-79.59605796,1584057600000,2020-04-02,,43.59912816567576,-79.5960579563662
8731,BP 3ALT 20-986,COMPLETED -ALL INSP SIGNED OFF,1025 FERGUS AVE,,PARKING GARAGE RAMP CONCRETE REPAIRS AND REPLACEMENT OF SNOW MELTING SYSTEM - 1025 & 1035 FERGUS AVE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,110000,,N,L5E 3G7,,1,06,43.58404058,-79.55289953,1584576000000,2020-04-03,1611792000000,43.584040576525474,-79.55289953014004
8732,BP 3ALT 20-923,ISSUED PERMIT,33 ELM DR W,,PARKING GARAGE RAMP REPAIRS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,56000,,N,L5B 4M2,B,7,22,43.59040549,-79.63249795,1584316800000,2020-04-03,,43.59040549094732,-79.6324979464945
8737,FIRE 20-888,ISSUED PERMIT,66 KING ST W,,FIRE ALARM SYSTEM UPGRADES AND REPAIR TO EXISTING ELEVATOR CONTROL ROOM,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,95000,,N,L5B 2H7,,7,15,43.57705286,-79.61526153,1584057600000,2020-04-03,,43.577052855612244,-79.61526152736387
8740,FIRE 20-890,COMPLETED -ALL INSP SIGNED OFF,7340 GOREWAY DR,,UPGRADING EXISTING FIRE ALARM SYSTEM AND ELEVATOR CONTROL SYSTEM,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,95000,,N,L4T 4H2,,5,48w,43.71933497,-79.64204576,1584057600000,2020-04-03,1677456000000,43.71933496582533,-79.6420457553539
8831,BP 9ALT 20-1140,COMPLETED -ALL INSP SIGNED OFF,76 ST. LAWRENCE DR,,RESIDENTIAL ELEVATOR INSTALLATION,ALTERATION TO EXISTING BLDG,RESIDENTIAL,ROW DWELLING,,,,40000,,N,,,1,07,43.55466928,-79.57979271,1585612800000,2020-04-15,1608595200000,43.55466928226806,-79.57979271187598
8848,BP 9NEW 20-997,COMPLETED -ALL INSP SIGNED OFF,1690 LINCOLNSHIRE BLVD,,NEW (2) STOREY DETACHED DWELLING WITH FINISHED BASEMENT  INTERIOR ELEVATOR  FRONT COVERED PORCH & REAR BALCONY,NEW BUILDING,RESIDENTIAL,DETACHED DWELLING,,253.9,2,682000,1,N,L5E 2S7,,1,05,43.60180153,-79.55816044,1584662400000,2020-04-17,1629072000000,43.60180153065581,-79.55816043845485
8852,BP 3ALT 20-1219,COMPLETED -ALL INSP SIGNED OFF,1850 RATHBURN RD E,,CONCRETE REPAIRS TO INTERIOR SLAB OF PARKING GARAGE  ENTRANCE RAMP AND REPLACEMENT OF WATERPROOFING MEMBRANE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,525000,,N,L4W 2X9,,3,26,43.63463,-79.59576329,1586131200000,2020-04-17,1684108800000,43.634629996089274,-79.5957632939971
9416,FIRE 20-2022,COMPLETED -ALL INSP SIGNED OFF,3100 KIRWIN AVE,,REVISION - ADDITIONAL FIRE ALARM DEVICES FOR ELEVATOR RECALL,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,36000,,N,L5A 3S6,,7,21,43.58430378,-79.6162786,1591920000000,2020-06-24,1598400000000,43.58430377806979,-79.61627860303943
10106,FIRE 19-8182,COMPLETED -ALL INSP SIGNED OFF,55 GLENN HAWTHORNE BLVD,,INSTALLATION OF SMOKE DETECTORS IN ELEVATOR LOBBY & ALTERATIONS TO ELEVATOR RECALL SYSTEM,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,42000,,N,L5R 3S6,,5,37e,43.61142716,-79.66189166,1568592000000,2020-09-09,1645747200000,43.611427159721835,-79.66189165932498
10375,BP 3NEW 20-2730,COMPLETED -ALL INSP SIGNED OFF,2770 AQUITAINE AVE,,CONSTRUCT ENCLOSURE OVER EXISTING GARAGE RAMP,ADDITION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,237.3,,200000,,N,L5N 3K5,,9,46w,43.58639148,-79.75745623,1597622400000,2020-10-06,1635897600000,43.58639147674341,-79.75745623088766
10499,BP 9ALT 20-2918,COMPLETED -ALL INSP SIGNED OFF,3208 DOVETAIL MEWS,,NEW FRONT PORCH (WITH LIFT)  INTERIOR ALTERATIONS & NEW WINDOWS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,51000,,N,L5L 5K3,,8,59,43.52132004,-79.69160167,1598832000000,2020-10-20,1629676800000,43.52132003576824,-79.69160166903626
10824,BP 9ALT 20-3527,COMPLETED -ALL INSP SIGNED OFF,3961 PARKGATE DR,,Interior Alterations - Renovate washrooms on ground and 2nd floor  remove load bearing wall on ground floor and replace with LVL beam & install new elevator,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,61000,,N,L5N 7B7,,10,56,43.55728379,-79.76165597,1603065600000,2020-11-16,1628812800000,43.55728379140925,-79.76165596653026
10921,BP 9ALT 20-3845,COMPLETED -ALL INSP SIGNED OFF,6404 TENTH LINE WEST,,ELEVATOR INSTALLATION,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,21000,,N,L5N 5T4,,10,56,43.57031448,-79.7585484,1604534400000,2020-11-25,1610496000000,43.57031448192778,-79.75854840351752
11218,BP 9ALT 20-4257,COMPLETED -ALL INSP SIGNED OFF,1438 HAIG BLVD,,REVISION TO PERMIT 19-9525  -  BELOW GRADE CAR LIFT   GARDEN SHED IN REAR YARD   COVERED PATIO & INTERIOR MODIFICATIONS,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,73000,,N,L5E 2N1,,1,06,43.58796804,-79.56783619,1607040000000,2020-12-23,1687392000000,43.58796803904551,-79.56783618678323
11264,BP 9ALT 20-2749,COMPLETED -ALL INSP SIGNED OFF,692 MONTBECK CRES,,NEW INTERIOR ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,35000,,N,L5G 1P3,,1,01,43.56843463,-79.5627689,1597795200000,2021-01-05,1610668800000,43.56843463012505,-79.56276890162508
11267,BP 9ALT 20-4533,COMPLETED -ALL INSP SIGNED OFF,6406 TENTH LINE WEST,,REVISION TO PERMIT 20-3845 - STRUCTURAL CHANGES TO ELEVATOR,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,21000,,N,L5N 5T4,,10,56,43.57018116,-79.75878616,1608595200000,2021-01-05,1610496000000,43.570181156169234,-79.75878615938815
11337,BP 3ALT 21-4607,COMPLETED -ALL INSP SIGNED OFF,2247 HURONTARIO ST,,PARKING GARAGE RAMP REPAIR & WATERPROOFING - LOCALIZED GARAGE CONCRETE REPAIR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,38000,,N,L5A 2G2,,7,14,43.57442379,-79.60609418,1609977600000,2021-01-12,1631491200000,43.57442378881242,-79.60609417988326
12549,BP 9ALT 21-5584,COMPLETED -ALL INSP SIGNED OFF,1384 HOLLYROOD AVE,,INSTALLATION OF A WHELLCHAIR PLATFORM LIFT,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,22000,,N,L5G 3J4,,1,07,43.56320457,-79.5914127,1615939200000,2021-05-11,1626998400000,43.56320456588775,-79.59141270085884
12976,FIRE 21-6926,ISSUED PERMIT,2200 SHEROBEE RD,,MODIFICATIONS TO FIRE ALARM SYSTEM - ADDITIONAL SMOKE DETECTORS HAVE BEEN INSTALLED WITHIN EACH ELEVATOR LOBBY INCLUDING BELOW GRADE,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,36000,,N,L5A 3Y3,,7,14,43.57229385,-79.6038623,1623024000000,2021-06-15,,43.57229385331917,-79.60386229639246
12984,BP 9ALT 21-6829,COMPLETED -ALL INSP SIGNED OFF,1491 WATERSEDGE RD,,REVISIONS TO PERMIT #21-4567- ELEVATOR  NEW WINDOWS & SKYLIGHTS,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,44000,,N,L5J 1A5,,2,03,43.51215249,-79.6027491,1622505600000,2021-06-15,1674518400000,43.51215249366813,-79.60274909880314
13206,BP 3NEW 21-6595,COMPLETED -ALL INSP SIGNED OFF,3425 MORNING STAR DR,,CONSTRUCTION OF AN EXTERIOR ACCESSIBLE RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,36000,,N,L4T 1Y1,,5,48w,43.72103678,-79.6430339,1621296000000,2021-07-06,1652400000000,43.72103678246409,-79.64303390043486
13351,BP 9ALT 21-6626,ISSUED PERMIT,145 ST. LAWRENCE DR,,PROPOSED ELEVATOR IN EXISTING DWELLING & MINOR INTERIOR ALTERATIONS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,22000,,N,,,1,07,43.55613328,-79.5784444,1621468800000,2021-07-21,,43.5561332793893,-79.5784443956189
13377,HOUSDEMO 21-7257,COMPLETED -ALL INSP SIGNED OFF,6 QUEEN ST S,,DEMOLISH EXISTING (1) STOREY DWELLING WITH REAR RAMP FRAME,DEMOLITION,RESIDENTIAL,DETACHED DWELLING,,,1,35000,1,Y,L5M 1K1,,11,39e,43.58722675,-79.72226884,1625011200000,2021-07-22,1629158400000,43.58722675176613,-79.7222688381477
13560,BP 3ALT 21-7671,ISSUED PERMIT,2177 BURNHAMTHORPE RD W,,REPAIR TO ENTRANCE RAMP OF EXISTING PARKING GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,65000,,N,L5L 5P9,,8,25,43.54552949,-79.68531072,1628035200000,2021-08-09,,43.54552949125424,-79.68531072364254
13633,BP 3ALT 21-7410,COMPLETED -ALL INSP SIGNED OFF,4450 TUCANA CRT,,ALTERATIONS CONCRETE/RESTORATIONS TO UNDERGROUND PARKING GARAGE - ROOF DECK AND ACCESS RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,60000,,N,L5R 3R4,,4,29,43.60160202,-79.64728059,1626393600000,2021-08-17,1699920000000,43.601602021049594,-79.64728059173777
13727,BP 3ALT 21-7894,COMPLETED -ALL INSP SIGNED OFF,1250 MISSISSAUGA VALLEY BLVD,,EAST PEDESTRIAN RAMP REPAIRS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,,,75000,,N,L5A 3R6,,4,21,43.59918021,-79.62559575,1628812800000,2021-08-26,1704412800000,43.59918021082185,-79.62559574726065
13763,BP 9ALT 21-7999,COMPLETED -ALL INSP SIGNED OFF,1505 BRENTANO BLVD,,NEW ELEVATOR FROM BASEMENT TO GROUND FLOOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,25000,,N,L4X 1A3,,1,12,43.60111638,-79.56639616,1629417600000,2021-08-27,1701302400000,43.6011163761171,-79.56639615997354
13863,BP 3ALT 21-8111,COMPLETED -ALL INSP SIGNED OFF,15 ELIZABETH ST N,,PARKING GARAGE RAMP REPAIR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,37000,,N,L5G 2Z3,,1,08,43.5541381,-79.58543826,1629936000000,2021-09-09,1665964800000,43.55413810331204,-79.58543825589769
14025,FIRE 21-7755,ISSUED PERMIT,335 WEBB DR,,INSTALLATION OF SMOKE / HEAT DETECTORS IN ELEVATOR & LOBBY,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,98000,,N,L5B 4A1,,7,22,43.58610029,-79.6419067,1628467200000,2021-09-23,,43.5861002933342,-79.64190669704769
14043,FIRE 21-7667,ISSUED PERMIT,2285 THE COLLEGEWAY,,REPLACING EXISTING FIRE ALARM PANEL CONTROL INCLUDING ANNUNCIATORS - ADDITIONAL SMOKE DETECTORS IN ALL ELEVATORS THROUGH ENTIRE BUILDING,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,75000,,N,L5L 2M3,,8,25,43.54039198,-79.6827339,1627948800000,2021-09-24,,43.540391977811986,-79.68273389913173
14166,BP 9ALT 21-8033,COMPLETED -ALL INSP SIGNED OFF,4129 SHIPP DR,39,NEW ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,,,21000,,N,L4Z 0A7,8,4,28,43.59885886,-79.63570037,1629676800000,2021-10-05,1725321600000,43.59885886139616,-79.63570036793998
14334,BP 3NEW 21-6625,COMPLETED -ALL INSP SIGNED OFF,3420 MORNING STAR DR,,PROPOSED EXTERIOR ACCESSIBLE RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,40000,,N,L4T 1X9,,5,48w,43.72003711,-79.64220023,1621468800000,2021-10-19,1652918400000,43.72003711426898,-79.64220023435662
