_id,no_demande,id_permis,date_debut,date_emission,emplacement,arrondissement,code_type_base_demande,description_type_demande,description_type_batiment,description_categorie_batiment,nature_travaux,nb_logements,longitude,latitude,loc_x,loc_y,rank
322991,3002418994,3001274053,2020-10-22,2021-02-23,4710  rue Saint-Ambroise,Le Sud-Ouest,TR,Transformation,Industriel,Mixte,"Au premier étage du côté stationnement, ajouter une rampe d'accès universel. Agrandir l'ouverture d'une fenêtre pour y installer de la nouvelle fenestration et une porte. Remplacer la marquise. Remplacer les escaliers. Installer deux persiennes pour entrée et sortie d'air dans les mêmes ouvertures que deux fenêtres existantes sous la rampe.",0,-73.58538080297238,45.47013987289,298123.94,5036693.84,0.0706241
116974,3000528375,3000332771,2012-06-04,2013-05-23,3737  rue Sherbrooke Est,Rosemont - La Petite-Patrie,TR,Transformation,Gouvernemental,Edifice gouvernemental,"FACE SHERBROOKE:ENLEVER RAMPE ACCÈS POUR PERSONNE À MOBILITÉ RÉDUITE,RAGRÉER MARCHE & PERRON, REMPL.MUR RIDEAU D'ENTRÉE. ARR:AMÉN.RAMPE D'ACCÈS & DÉBARCADÈRE POUR PERSONNES À MOBILITÉ RÉDUITE.RC:RÉAMÉN.TOILETTE & AMÉN.1 SALLE DE TOILETTE HANDICAPÉ. 5E ÉTAGE: RÉAMÉN. L'ACCESSIBILITÉ, TEL QUE PLANS.",0,-73.55632574074443,45.550054513115334,300402.03,5045572.81,0.0706241
398924,3003383118,3001710595,2024-04-30,2024-05-21,7741  avenue du Ronceray,Anjou,TR,Transformation,Public,Édifice public,"En avant sur ur Avenue du Ronceray : Remplacer la rampe d'accès et le trottoir privé existants en béton par une nouvelle rampe et un nouveau trottoir privé en béton avec un garde-corps en métal, conformément aux plans approuvés.",0,-73.56091844931095,45.606514740515536,300048.19,5051847.6,0.0706241
422530,3003556957,3001874291,2025-06-17,2025-09-11,6595  avenue Somerled,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Commercial,"En cour avant, devant l'entrée principale, remplacer la rampe d'accès universelle. Remplacer les mains courantes de chaque côté de la rampe.",0,-73.6392953356879,45.46696614764549,293907.67,5036347.04,0.0706241
417477,3003402036,3001754019,2024-06-07,2024-08-14,1790  rue De Salaberry,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,5 à 11 Logements,"Aux 2 bâtiments : À l'ext. au SS remplacer les 6 fenêtres et 2 portes dans les même ouvertures, remise en état des portes,fenêtres,maçonnerie, coursives, rampes et escaliers. En arrière, remplacer 1 porte de garage par 2 portes simples dans des nouvelles ouvertures, remplacer la rampe d'accès par des marches en béon.À l'int. refaire la dalle de béton du SS.",0,-73.6949231779287,45.54118691378589,289577.82,5044604.28,0.0706241
249713,3001323942,3000656722,2017-07-19,2017-07-27,323  rue Chabanel Ouest,Ahuntsic - Cartierville,TR,Transformation,Industriel,Industriel,"Rez-de-chaussée, aménager 2 suites pour le centre de distribution de Poste Canada. (1 suite accessible par le 333 et 1 suite accessible par le 353) Mur latéral gauche ajouter 2 persiennes et 1 rampe d'accès, mur arrière ajouter 1 porte et 1 rampe d'accès, mur latéral droit ajouter 1 persienne. Sur toutes les fenêtres des 2 suites ajouter un film de protection transparent.",0,-73.65518795843988,45.54005204850045,292680.62,5044471.39,0.0706241
228369,3001292231,3000677415,2017-03-23,2017-11-09,4255  avenue Papineau,Le Plateau-Mont-Royal,TR,Transformation combinée,Gouvernemental,Centre hospitalier,"Dans l'appentis au toit, retirer génératrice et ses grilles de ventilation et obturer ces ouvertures avec revêtement métallique, réaménagement intérieur mineur. Rampe d'accès extérieur à l'arrière pour SS: creuser et niveler partie de rampe pour installer nouvelle génératrice encloisonnée sur nouveau caillebotis.",0,-73.56992648215767,45.531262164132535,299338.25,5043485.22,0.0706241
17916,3000049269,3000016919,2006-08-15,2006-09-20,6640  avenue Somerled,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Mixte,"EN FAÇADE AVANT,  REFAIRE LA RAMPE POUR ACCÈS HANDICAPÉS (NOUVELLES DIMENSIONS) CONSTRUIRE UNE RAMPE CÔTÉ WALKLAY",0,-73.63920744944922,45.466145847989964,293914.39,5036255.87,0.0706241
481228,1000699593,1000161494,1993-12-29,1994-04-12,7255  rue Sherbrooke Est,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Commercial,Commercial,CONSTRUCTION D'UNE RAMPE D'ACCES (RAMPE D'HANDICAPE DEJA EXISTANTE),0,-73.53895085523457,45.59005903533249,301760.84,5050017.78,0.0706241
121790,3000520371,3000287483,2012-04-25,2012-09-22,5115  rue Rivard,Le Plateau-Mont-Royal,TR,Transformation combinée,Gouvernemental,Edifice gouvernemental,"EN COUR LATÉRALE SUD, DÉMOLIR LA RAMPE D'ACCÈS EXISTANTE. EN FAÇADE, PARALLÈLEMENT À LA RUE RIVARD, ABATTRE UN ARBRE ET RELOCALISER LA RAMPE D'ACCÈS. AU MUR LATÉRAL SUD ET À LA COLONNE DU PORTIQUE D'ENTRÉE, RÉFECTION PONCTUELLE DE LA BRIQUE À L'IDENTIQUE. CA 12 25 0210 ET CA 12 25 0213.",0,-73.58926722655472,45.527901791126844,297827.19,5043113.28,0.0706241
251091,3001331332,3000675774,2017-08-17,2017-11-03,2583  boulevard Pie-IX,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Gouvernemental,Edifice du culte,"EN FAÇADE (AVENUE DESJARDINS), AJOUTER UNE RAMPE ET UNE ENTRÉE ACCESSIBLE AUX PERSONNES À MOBILITÉ RÉDUITE. AU SOUS-SOL, AJOUTER DEUX RAMPES, UNE TOILETTE UNIVERSELLE ET AMÉNAGER L'INTÉRIEUR. AJOUTER LE NUMÉRO MUNICIPAL: 2502 AVENUE DESJARDINS.",0,-73.54877083620876,45.55320707527238,300992.14,5045922.77,0.0706241
101400,3000420282,3000190002,2011-06-22,2011-07-18,8000  rue De Normanville,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Gouvernemental,Edifice gouvernemental,En façade sur de Normanville remplacement de l'escalier principale et installation d'une nouvelle rampe pour l'accès aux handicapés.sur le coté latéral droit aménagement de rampe et déafféctation du trottoir pour accès des handicapés à partir du stationnement.À l'intérieur élargir les portes....etc.,0,-73.62129085635962,45.54761126803562,295329.08,5045306.9,0.0706241
228505,3001280588,3000642947,2017-02-01,2017-04-18,8455  avenue Papineau,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Commercial,Edifice à bureau,"AU RDC, MODIFICATION ET RELOCALISATION DE LA RAMPE POUR HANDICAPÉE ET DE L'ESCALIER EXTÉRIEUR. MODIFICATION MINEURE À L'AIRE DE STATIONNEMENT À L'EMPLACEMENT DE L'ANCIENNE RAMPE.",0,-73.62543517148296,45.55668416348921,295007.05,5046315.68,0.0706241
110051,3000255852,3000105090,2010-11-12,2010-11-22,1740  avenue Émile-Journault,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,12 Logements +,"En cours avant, enlever rampe pour personnes à mobilité réduite existante et construire une nouvelle rampe telle que plans. Remplacer le revêtement d'asphalte et les murs de soutennement de la voie d'accès au garage.",0,-73.63398470336973,45.55818365133979,294339.85,5046483.4,0.0706241
186621,3001024097,3000485204,2015-06-25,2015-07-08,7141  rue Sherbrooke Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Institutionnels,Université,"AU PAVILLON SC, DÉOMLIR LA RAMPE D'ACCÈS ET L'ESCALIER, CONSTUCTION D'UNE NOUVELLE RAMPE D'ACCÈS ET D'UN NOUVEL ESCALIER, REMPLACER LES PORTES D'ENTRÉE ET RÉPARATION AU PALIER.",0,-73.64068676763283,45.45857996905534,293797.24,5035415.28,0.0706241
532982,1001086004,1000395204,2004-07-06,2004-07-06,11691  boulevard O'Brien,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,1 Logement,REMPLACER LES RAMPES DE L'ESCALIER DE FACADE. POSER UNE RAMPE LE LONG DELA MARCHE 6 POUCES EN FACADE PRES DE LA LIMITE AVANT POUR ACCESSIBILITÉ,0,-73.70003540496069,45.52803335834326,289174.94,5043143.49,0.0706241
412274,3001411742,3001522913,2018-03-23,2022-05-04,2625  rue de Châteauguay,Le Sud-Ouest,TR,Transformation,Résidentiel,Mixte,"Sur tout le bâtiment, chang. revêt., fenêtre et portes (mêmes ouvertures). Réfection revêt. toiture, fini blanc. Installation rampe d'accès vers du Centre et réfection rampe exist. sur Châteauguay. À l'intérieur, modifications mineures au RDC seulement. Réfection du système de ventilation. Consolidation dalle de béton du RDC et réagréage finis de cert. log.",0,,,,,0.0706241
376745,3003451044,3001773353,2024-09-06,2024-10-04,6705  rue Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Commercial,"Au 6705, réaménager le local 1 avec ajout du numéro civique 6707. Sur la façade avant, démolir la rampe d'acces au quai de chargement, remplacer une fenêtre pleine hauteur par une porte et construire une rampe pour personne à mobilité reduite.",0,-73.62760875114309,45.45915163483361,294820.14,5035477.1,0.0706241
43340,3000122734,3000109644,2008-11-05,2010-12-16,9600  rue Saint-Denis,Ahuntsic - Cartierville,TR,Transformation,Gouvernemental,Edifice gouvernemental,DÉMANTELER  RAMPE D'ACCÈS EXISTANTE ET CONSTRUIRE UNE NOUVELLE RAMPE DU CÔTÉ LATÉRAL GAUCHE DU BÂTIMENT,0,-73.65406034426204,45.54854172849721,292770.5,5045414.69,0.0706241
243037,3001338597,3000807756,2017-09-15,2019-05-09,1153  rue Metcalfe,Ville-Marie,TR,Travaux extérieurs,Commercial,Edifice à bureau,"En façade rue Metcalfe, remplacer la rampe d'accès par une nouvelle rampe d'accès remise aux normes.  Tel que plans approuvés.",0,-73.57020555361909,45.50018793653267,299313.44,5040031.94,0.0706241
109680,3000260523,3000165283,2010-11-30,2011-06-06,3500  boulevard Décarie,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Gouvernemental,Centre hospitalier,Refaire la rampe d'accès du côté du boulevard décarie et refaire la rampe d'accès du côté de la rue Prud'homme.,0,-73.6118657227236,45.475201273925286,296053.83,5037258.86,0.0706241
435630,3003582799,3001869933,2025-08-21,2025-08-29,4877  rue Bibeau,Pierrefonds - Roxboro,CA,PI- Piscines,habitation,unifamiliale (1 log),"MISE AUX NORMES PISCINE HORS-TERRE: INSTALLATION DE CLÔTURES ENTRE LA PLATEFORME D'ACCÈS ET LA PISCINE, SUR LA RAMPE D'ACCÈS DU CÔTÉ DE LA PISCINE ET ENTRE LA PISCINE ET LA PARTIE INFÉRIEURE DE LA RAMPE (CÔTÉ DROIT)",0,-73.88579621529432,45.46553580857792,274631.54,5036251.05,0.0706241
264816,3001426636,3000720497,2018-05-29,2018-05-29,3545  avenue Atwater,Ville-Marie,TR,Travaux extérieurs,Résidentiel,12 Logements +,"Au niveau du garage souterrain, remplacer aux endroit requis la rampe d'accès en béton ( coffrage, bettonage et réfection de la poutre sous la rampe), le tout, selon documents approuvés",0,-73.58910333470908,45.493284598269476,297835.72,5039266.24,0.0706241
98596,3000397162,3000194802,2011-06-14,2011-08-24,1960  rue Poupart,Ville-Marie,TR,Transformation,Gouvernemental,Maison d'enseignement,"En façade sur la rue Poupart, aménager une rampe d'accès pour handicapé, remplacer la porte au bout de la rampe d'accès et au rez-de-chaussée aménager une toilette pour handicapé dans les toilettes des femmes tel qu'aux plans approuvés.",0,-73.55306384988562,45.53150115196746,300655.36,5043510.77,0.0706241
37095,3000090151,3000029762,2007-11-19,2008-01-10,687  avenue des Pins Ouest,Ville-Marie,TR,Transformation,Gouvernemental,Centre hospitalier,"Au niveau sous-sol, sous la rampe d'accès, aménager un nouveau tunnel ( 2,44m de large X 2m de haut ) entre les pavillons ""E"" et ""S"".  Face à la rue University, entrée qui donne dans le pavillon ""S"", remplacer l'aménagement extérieur, les rampes d'accès, le mur de soutènement, la marquise.",0,-73.58252609938798,45.50796323270566,298351.47,5040896.93,0.0706241
33323,1300725580,1300725508,2007-02-05,2007-02-06,7401  rue Churchill,Verdun,CO,Construction,Commerce,Centre commercial,RÉNOVATION INTÉRIEURE ET MISE-AUX-NORMES DU BÂTIMENT POUR RÉSEIDENCE SUPERVISÉE. CONSTRUCTION D'UNE RAMPE POUR PERSONNE À MOBILITÉ RÉDUITE. (PLAN DE LA RAMPE À VENIR) LA CONFORMITÉ DES TRAVAUX ET LE S,0,,,,,0.0706241
162056,3000977994,3000487552,2015-03-06,2015-07-15,5335  rue Notre-Dame Ouest,Le Sud-Ouest,TR,Transformation,Résidentiel,Mixte,"Aux balcons des façades, démanteler garde-corps soient les murets de béton et d'ac galvanisé et les séparateurs de béton des balcons doubles, remplacer par garde-corps et écrans métalliques. Au rampes d'accès sans obstacle, remplacer les garde-corps. Réfection pavage des rampes d'accès, indice de réflectance d'au moins 29",0,-73.59512129472249,45.4694097775788,297362.22,5036613.56,0.0706241
143997,3000752410,3000360578,2014-03-13,2014-05-01,6255  13e Avenue,Rosemont - La Petite-Patrie,TR,Transformation,Gouvernemental,Maison d'enseignement,"DANS LA COUR ARRIÈRE,REFAIRE LA RAMPE D'ACCÈS POUR L'ACCESSIBITÉ DU BÂTIMENT ET REMPLACER LA PORTE EXT.ET INT.DANS LE HALL QUI DONNE À CETTE RAMPE.À L'INTÉRIEUR AU RDC, RÉAMÉNAGER SALLE DE TOILETTE POUR ACCESSIBILITÉ .DÉCONTAMINATION D'AMAINTE AUX ENDROITS DES TRAVAUX. LE TOUT TEL QUE PLANS",0,-73.58205159106001,45.555868869838335,298393.99,5046220.7,0.0706241
275535,3001669589,3001006013,2019-10-15,2020-06-01,3585  rue Saint-Urbain,Le Plateau-Mont-Royal,TR,T1:Transformation ext/PA/PIIA,Commercial,Commercial,"En façade sur la mansarde, remplacer certaines tuiles d'ardoise. Démolir la rampe d'accès sur coté latéral droit, excaver pour imperméabiliser la fondation et refaire rampe d'accès en pavé de béton préfabriqué, conserver main courante. À l'arrière sur une partie du mur, remplacer certaines briques et rehausser la cheminée latérale avec brique Milva de Rocky Ridge, modulaire.",0,-73.5728715034492,45.51268524928244,299106.35,5041420.96,0.0706241
496400,1002147398,1001044598,1998-12-09,1998-12-16,1750  rue Saint-André,Ville-Marie,TR,Transformation,Commercial,Commercial,"A L'EXTERIEUR DANS LA MARGE LATERAL, INSTALLER UNE RAMPE D'ACCES POUR LAGARDERIE (RAMPE POUR POUSSETTES).",0,-73.56198608675363,45.51813223455966,299957.33,5042025.57,0.0706241
423831,3003540335,3001846621,2025-04-14,2025-06-17,499  9e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,12 Logements +,"AU LOGEMENT #104, EN COUR AVANT, AMÉNAGER UNE RAMPE D'ACCÈS HANDICAPÉ EN BÉTON. INSTALLER GARDE-CORPS DE CHAQUE CÔTÉ DE LA RAMPE. SUR LA TERRASSE EXISTANTE, INSTALLER NOUVEAU GARDE-CORPS. À L'INTÉRIEUR DU LOGEMENT, RÉAMÉNAGEMENT PARTIEL SANS MODIFICATIONS STRUCTURALES. TEL QU'APPROUVÉ PAR LE PROGRAMME D'ADAPTATION DE LOGEMENTS DE MONTRÉAL.",0,-73.49132556048886,45.63921074646414,305476.24,5055479.43,0.0706241
238217,3001174157,3000591795,2016-08-11,2016-10-11,5940  boulevard Monk,Le Sud-Ouest,TR,Transformation,Résidentiel,Mixte,"Sur le boulevard Monk,aménagement d'une rampe pour  personnes à mobilité réduite et sur la rue de Biencourt,agrandissement de la rampe existante",0,-73.59584220541446,45.45923074054421,297304.5,5035482.44,0.0706241
440251,3003560309,3001862873,2025-06-30,2025-08-15,8711  rue Notre-Dame Est,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,12 Logements +,"En façade (Notre-Dame E), réparation de 8 balcons, tels qu'existant + réparation de la rampe d'accès, tel qu'existante + remplacement du garde-corps de la rampe, doit être tel qu'existant + réparation de 6 linteaux de toit/marquise, tel qu'existant + en arrière, réparation de 3 balcons, tels qu'existants + réparation de 4 linteaux de toit/marquise, tels qu'existants.",0,-73.51271512961951,45.59912138524624,303808.05,5051024.24,0.0706241
480933,1001327999,1001142099,1999-06-30,1999-12-07,7000  rue Marie-Victorin,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Gouvernemental,Maison d'enseignement,"ENTREE PRINCIPALE, AJOUT D'UNE RAMPE POUR HANDICAPES. PAVILLON TRIEST,  AJOUT DE 2 PASSERELLES DONT UNE AVEC RAMPE ET ASCENSEUR.",0,-73.60693594987312,45.617939728168665,296460.39,5053121.05,0.0706241
401899,3003442934,3001759776,2024-08-20,2024-09-03,7741  avenue du Ronceray,Anjou,TR,Transformation,Public,Édifice public,"À la suite du permis #3001710595-24, en avant sur Avenue du Ronceray : Remplacer la rampe d'accès existante et le trottoir privé en béton par une nouvelle rampe et un nouveau trottoir privé en béton avec un garde-corps en métal, conformément aux plans approuvés.",0,-73.56091844931095,45.606514740515536,300048.19,5051847.6,0.0706241
474111,1002115299,1000991899,1999-10-20,1999-10-20,1806  rue Notre-Dame Est,Ville-Marie,TR,Transformation,Industriel,Industriel,"AU RC, SUR 72PI DE FACADE & 15PI DE PROFOND, REMPLACER LA DALLE DE BETON& LA RAMPE D'ACCES PAR UNE AUTRE DALLE DE BETON & RAMPE D'ACCES",0,-73.54704475894063,45.520377201971556,301124.77,5042274.27,0.0706241
137770,3000645002,3000311583,2012-10-18,2012-10-27,12366  rue Lachapelle,Ahuntsic - Cartierville,TR,Transformation,Commercial,Mixte,"Façade, réparer le plancher en ciment du perron, de l'escalier et de la rampe d'handicapé, remplacer le garde-corps de la rampe d'handicapé. (construction existante, aucun empiètement sur le domaine public)",0,-73.72325149993185,45.53117777076389,287362.47,5043497.71,0.0706241
367229,3003251998,3001806593,2023-02-28,2025-01-27,377  rue Sherbrooke Ouest,Le Plateau-Mont-Royal,TR,T1:Transformation ext/PA/PIIA,Commercial,Mixte,"En façade, mise en conformité de la rampe d'accès handicapé et réfection des marches en béton. Installer mains-courantes, garde-corps et bacs de plantation. Sur Hutchison, refaire rampe et escalier pour accéder à la porte de garage. Installer un drain français le long de cette façade et aménager 2 grandes plate-bandes avec plantations directes au sol. Aucuns autres travaux.",0,-73.57181666327206,45.50807723950301,299188.31,5040908.79,0.0706241
381148,3003283508,3001622559,2023-06-28,2023-08-03,303  rue de Newport,LaSalle,TR,TR - Transformation,Habitation,bi et trifamiliale (h2),"RESURFAÇAGE DU BALCON ET ESCALIER (AUCUNE MODIFICATION DIMENSION) 1RE ÉTAGE CHANGEMENT DE REVÊTEMENT DE PLANCHER, CHANGEMENT DE RAMPES RDC CHANGEMENT DE RAMPS",0,-73.64364328382216,45.42018300610471,293558.39,5031148.66,0.0706241
30446,3000085993,3000027742,2007-10-04,2007-10-11,3040  avenue Haig,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,1 Logement,"COTÉ GAUCHE,REHAUSSER ET AGRANDIR LA RAMPE D'ACCES AU HANDICAPÉ EXISTANTE ET CONSTRUIRE UN TOIT SUR CETTE RAMPE D'ACCES",0,-73.53774673203078,45.584590640886894,301854.5,5049410.02,0.0706241
265012,3001475992,3000747327,2018-11-26,2018-11-29,1006  48e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,1 Logement,EN LATÉRAL GAUCHE: CONSTRUIRE UNE RAMPE D'ACCÈS POUR AVOIR ACCÈS A LA PROPRIÉTÉ POUR PERSONNE A MOBILITÉ REDUITE. RAMPE TEMPORAIRE CAR SERA REMPLACER PAR UNE PLATE FORME ELEVATRICE.,0,-73.49612779893387,45.666854218510494,305101.72,5058551.52,0.0706241
163542,3000975707,3000459735,2015-02-26,2015-04-24,1951  boulevard De Maisonneuve Est,Ville-Marie,TR,Travaux extérieurs,Commercial,Mixte,"En façade, remplacer la rampe d'accès et le garde-corps par une nouvelle rampe d'accès et nouveau garde-corps.  Tel que plans approuvés.",0,-73.55281892981745,45.52465707511114,300673.99,5042750.17,0.0706241
40600,3000103695,3000036056,2008-05-13,2008-08-07,4110  rue de Mentana,Le Plateau-Mont-Royal,TR,Transformation combinée,Résidentiel,12 Logements +,"2 FACADES LATERALES, AJOUT DE PANNEAUX DE FIBROCIMENT SOUS FENETRES. REMPLACER TOUTES LES FENETRES ET PORTES DU BATIMENT. NOUVELLE RAMPE PERSONNE HANDICAPÉE. AJOUT D'UNE PRISE D'AIR EXTERIEURE ADJACENTE A LA RAMPE HANDICAPE. NOUVEL UNITE DE VENTILATION AU TOIT. REMPLAC. RESEAU ALARME INCENDIE.",0,-73.57448183434447,45.52400223133066,298981.7,5042678.74,0.0706241
133012,3000703424,3000340697,2013-06-21,2013-07-19,6572  avenue du Parc,Rosemont - La Petite-Patrie,TR,Transformation,Commercial,Mixte,"FAÇADE AVENUE DU PARC PORTE D'ACCÈS DÉMOLIR PERRON, MARQUISE ET RAMPE D'ACCÈS POUR FAUTEUILS ROULANTS, CONSTRUIRE NOUVEAUX VESTUBULE, PERRON ET RAMPE D'ACCÈS TEL QUE PLANS",0,-73.61559720258026,45.52762936780498,295770.47,5043085.63,0.0706241
481611,1001668703,1000011804,2003-11-07,2004-01-13,2100  avenue Marlowe,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Commercial,"DANS LA COUR AVANT ENLEVER LA RAMPE POUR AMBULANCE, AJOUTER UNE RAMPE   POUR HANDICAPÉ ET RELOCALISER LA MARQUISE D'ENTRÉE.",0,-73.6065344827284,45.47477918756146,296470.59,5037211.39,0.0706241
11448,3000018932,3000006142,2005-07-18,2005-07-19,1  place Ville-Marie,Ville-Marie,TR,Transformation,Commercial,Edifice à bureau,"RUE CATHCART, RÉFECTION DE LA RAMPE D'ACCÈS EXTÉRIEURE DU STATIONNEMENT INTÉRIEUR, TEL QUE L'EXISTANT",0,-73.56899123133239,45.501600528164325,299408.47,5040188.84,0.057308756
5850,3000009053,3000003076,2005-04-12,2005-04-15,12452  rue De La Gauchetière,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,1 Logement,En cour avant:  Installer une rampe d'accès pour handicapé,0,-73.49626805108925,45.64617139533516,305090.9,5056252.96,0.057308756
8817,3000014403,3000005060,2005-06-14,2005-06-14,2121  rue Notre-Dame Est,Ville-Marie,TR,Transformation,Commercial,Edifice à bureau,"AU RC, RÉFECTION DES ESCALIERS  ET DE LA RAMPE D'ACCÈS EN FACADE DE L'ENTRÉE PRINCIPALE,",0,-73.54651779010396,45.523800275755264,301166.16,5042654.65,0.057308756
456807,1000111293,1000327594,1993-03-29,1994-06-03,6971  avenue Papineau,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,2 Logements,"AMENAGER GARDERIE AU S.S., RC ET 2E ETAGE, PERCER OUVERTURE POUR FENETREDANS SOLAGE, RAMPE HANDICAPES, EN CF REGL #8277",-2,-73.60412406755555,45.546631088015104,296669.4,5045196.09,0.057308756
466822,1000675093,1000648193,1993-12-10,1993-12-23,722  12e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,1 Logement,"AGRANDISSEMENT COTE NORD DE 7'6""X 32'3"" + AMENAGER RAMPE D'HANDICAPE A  L'ARRIERE, REFAIRE TOIT EN PENTE, REAMENAGEMENT COMPLET DE L INTERIEUR.",0,-73.49338430977318,45.641305555963406,305315.72,5055712.22,0.057308756
67194,3000128785,3000045740,2009-01-29,2009-06-10,1100  rue Fleury Est,Ahuntsic - Cartierville,TR,Transformation,Gouvernemental,Edifice du culte,"Du côté de la rue Fleury, construire une rampe d'accès pour personnes à mobilité réduite",0,-73.65814276990616,45.55852828556191,292453.91,5046525.13,0.057308756
484336,1000248692,1000252892,1992-06-02,1992-06-02,4700  avenue Prince-of-Wales,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Commercial,AMENAGER UNE RAMPE D'HANDICAPES POUR UNE DENIVELLATION DE 3.5 POUCES,0,-73.63883434941278,45.466629178968155,293943.65,5036309.53,0.057308756
66811,3000153259,3000057456,2009-08-19,2009-10-20,4760  chemin de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,12 Logements +,"Sur le côté gauche du bâtiment, refaire une partie de la rampe d'accès et de la dalle de béton existante (garage) tel qu'existante.",0,-73.61084491008752,45.495083739591784,296136.69,5039468.29,0.057308756
392881,3003446059,3001762898,2024-08-23,2024-09-11,2351  boulevard Alfred-Nobel,Saint-Laurent,TR,TR Transformations Extérieures,INDUSTRIE,I1 Recherche et développement,REMPLACEMENT D'UN ESCALIER MÉTALLIQUE EXTÉRIEUR PAR UN ESCALIER EN BÉTON ET AMÉNAGEMENT D'UNE RAMPE D'ACCÈS POUR PERSONNES À MOBILITÉ RÉDUITE,0,-73.75904760973367,45.483765801581775,284549.55,5038237.19,0.057308756
12024,3000023033,3000007405,2005-08-30,2005-09-07,3500  boulevard Saint-Joseph Est,Rosemont - La Petite-Patrie,TR,Transformation,Commercial,Commercial,"EN FAÇADE DU CÔTÉ GAUCHE DANS LA COUR AVANT , INSTALLER UNE RAMPE POUR UN PARCOURS SANS OBSTACLES AU BÂTIMENT TEL QUE PLANS",0,-73.56597032549172,45.55159530033451,299649.11,5045744.61,0.057308756
179668,3001046876,3000645961,2015-08-20,2017-05-10,5353  avenue du Parc,Le Plateau-Mont-Royal,TR,Transformation combinée,Commercial,Mixte,"Suite au permis 3000351637-13, arrière, remplacer balcons du 2e et 3e par balcons en acier avec nouv. dimensions (3e), RC, remplacer rampe d'accès livraison à l'identique. Au toit (ptie arrière sur 1 étage), remplacer équip. méc. et sur mur lat. gauche, remplacer conduit de ventilation. Mur arr., ajouter porte (ptie bâtiment de 1 étage). RC, ptie arrière, ajout murs porteurs.",0,-73.60047079881828,45.521734740960795,296951.2,5042428.96,0.057308756
464887,1002688294,1000401494,1994-06-30,1994-06-30,6675  avenue Macdonald,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,2 Logements,AMENAGER RAMPE D'HANDICAPE EN BOIS EN FACADE AVANT,0,-73.64992072267069,45.4884253120977,293081.26,5038733.29,0.057308756
475046,1001380200,1000774700,2000-07-13,2000-07-14,9694  avenue Merritt,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,1 Logement,"INSTALLER 2 RAMPES POUR HANDICAPE, REMPLACER UNE PORTE ET REAMENAGER LA SALLE DE BAIN.",0,-73.6440531080927,45.56889890366638,293555.95,5047675.56,0.057308756
140785,3000538128,3000262905,2012-07-19,2012-08-17,1610  rue Fullum,Ville-Marie,TR,Transformation,Commercial,Commercial,"Sur la façade de la rue Fullum, remplacer les grilles des portes de deux entrées. Sur la façade de la rue Olivier-Robert, remplacer la grille de l'entrée et installer une rampe d'accès.  Les travaux doivent être selon les plans et échantillon approuvés.",0,-73.55106051333513,45.52786674187745,300811.58,5043106.78,0.057308756
328078,3002998617,3001404036,2021-06-22,2021-06-23,10259  avenue du Bois-de-Boulogne,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,12 Logements +,"En façade: remplacer le balcon, la rampe d'accès universelle et les escaliers, mêmes dimensions, même emplacement et mêmes matériaux, remplacer les garde-corps.",0,-73.67198382436239,45.537565143957174,291368.36,5044197.69,0.057308756
494859,1000553902,1000175502,2002-05-07,2002-05-07,1450  rue Plessis,Ville-Marie,TR,Transformation,Résidentiel,12 Logements +,COUR AVANT RUE PLESSIS DÉMOLIR RAMPE D'ACCÈS POUR FAUTEUILS ROULANTS ET CONSTRUIRE NOUVELLE,0,-73.55488325489605,45.520799764908034,300512.44,5042321.61,0.057308756
