city,address,neighbourhood,ward,latitude,longitude,has_coords,sources,total_permits,n_building_permits,n_development_permits,keywords,earliest_permit_date,latest_permit_date,building_row_ids,development_file_numbers,sample_description,coord_source,completion
vancouver,"1133 W HASTINGS STREET, Vancouver, BC V6E 3T3",Downtown,,49.2885301,-123.1207669,yes,building,2,2,0,lift,2019-12-20,2019-12-20,BP-2019-03598; BP-2019-03598,,High Density Housing / Commercial - Addition / Alteration - Interior alterations for an elevator upgrade to this mixed-use commercial/hotel high-rise building to meet the CSA-B44 requirements.,permit,unknown
vancouver,"1188 QUEBEC STREET, Vancouver, BC V6A 4B3",Downtown,,49.2741066,-123.1011334,yes,building,2,2,0,lift,2021-12-22,2021-12-22,BP-2021-04812; BP-2021-04812,,High Density Housing / Commercial - Addition / Alteration - Interior alterations for an elevator upgrade for elevator recall to this existing residential high-rise building to meet the CSA-B44 requirements.,permit,unknown
vancouver,"1220 ARBUTUS STREET, Vancouver, BC V6J 3W6",Kitsilano,,49.2752031,-123.1517972,yes,building,2,2,0,lift,2025-07-03,2025-07-03,DB-2025-01967; DB-2025-01967,,"Field Review - Addition / Alteration - Exterior and interior alterations to renovate one of the dwelling units on this existing duplex.

Scope of work includes new single passenger pneumatic vacuum elevator 
Elevator to conform to CAN/CSA B44

Structural Schedule B - KE JIAN, MA (778)-877-9016",permit,unknown
vancouver,"1228 MARINASIDE CRESCENT #119, Vancouver, BC V6Z 2W4",Downtown,,49.2719776,-123.1205304,yes,building,2,2,0,handrail,2021-10-01,2021-10-01,BP-2021-04790; BP-2021-04790,,"Field Review - Addition / Alteration - #119
Interior alterations to provide improvements to this existing multiple dwelling (townhouse) unit #119 on the main and upper floors at this existing multiple dwelling building on this site.

Scope of work includes installing a glass guardrail separating the living and dining room, new radiant floor heating in the kitchen, relocate laundry to the upper floor, new handrails, replacing the enclosed balcony door with 3 panel glass sliding door and new lighting throughout.

OK for Field Review per W.Wong, September 13, 2021

Notes:
- Schedule B (Architectural), Allan Diamond, AIBC, 604-729-0437.
- This building is sprinklered. A separate permit is required for this work.
- Energy Upgrade: E2 - Appliances - Upgrade to an Energuide/Energy Star appliance (washer; dryer).
- DBI to determine on site if Schedule B, Structural, is required.",permit,unknown
vancouver,"1230 E 8TH AVENUE, Vancouver, BC V5T 1V2",Mount Pleasant,,49.2630842,-123.0785227,yes,building,2,2,0,ramp,2019-12-04,2019-12-04,DB-2019-04066; DB-2019-04066,,"High Density Housing / Commercial - Addition / Alteration - Exterior alterations for complete building envelope, parkade and roof membrane repair at this existing 3-4 storeys multiple dwelling building on this site.
 
Scope of work includes:
- Replacement of cladding on all elevations with new rain screen cladding.
- Balcony repair with new membrane , fascia and guardrail on South and East elevations, minor repair at North and West
- Windows/doors replacement on South and East elevations and re installation on West and North to allow for cladding work
- Replace flat roof, repair to steep sloped roof
- Replacement of courtyard waterproofing membrane
- Upgrades stairs, ramps, perimeter fence, new exterior lighting

Notes:
- OK for exterior alterations per H. Ghasemi, July 11, 2019
Note: New sloped roof material to match existing roofs in colour. ran by planner Hamed Ghasemi and is okay with white, glass guards, small sloped roof to replace flat roof needs to match existing roof of building in color. 

Building Review Branch Notes:
- Reviewed as per VBBL 2014
- Existing window and door openings size to remain the same.
- Roof covering classification for flat roof: Class C, Soprafix Traffic Cap 660 membrane 
- Schedule A, B and D-1 provided by Ana Gutierrez, P.Eng, 604-295-8070
- Building Permit for DP-2019-00684 (Minor amendment to DP204979 for landscaping for building envelope and roof membrane repair)

Revision #1 (Adessa.M; October 5th, 2020)
- Addition of 10 feet tall concrete retaining wall to replace an existing rotted wood retaining wall. Schedule B, Structural/Geotechnical and pages S1, S2, S3 submitted
- Removal of two trees (TP-2019-00957) to accommodate construction of the retaining wall / footing

Revision #2 (Adessa.M, April 6th, 2021)
- Removal of two layers of Densglass sheathing to allow for more ventilation at 5th floor balconies, 4 total and installation of new perforated aluminum soffit in lieu of perforated vinyl soffit in these locations.

* Issued during Pandemic Crisis.",permit,unknown
vancouver,"1230 NELSON STREET, Vancouver, BC V6E 1J6",West End,,49.2840841,-123.1310485,yes,building,2,2,0,lift,2025-10-21,2025-10-21,BP-2025-01661; BP-2025-01661,,"High Density Housing / Commercial - Addition / Alteration - Interior alterations to provide elevator modernization for the new single stage DDRS fire alarm installation, in this 21 storey existing multiple dwelling building, over 2 levels of underground parking having vehicle access from Nelson St

Main Recall level - main floor, Alternate Recall level – 2nd storey

Schedule A & B (Architectural and Electrical) submitted for this project.  

Note: Okay to process as BP per JZ

Building Review Notes: 
1. Main Recall Level: Level 1
2. Alternate Recall level: Level 2
3. Related electrical permit EP-2025-04119
4. This permit has been reviewed under the requirement of VBBL #12511 (2019)",permit,unknown
vancouver,"1234 PENDRELL STREET, Vancouver, BC V6E 1L6",West End,,49.2827378,-123.133262,yes,building,2,2,0,lift,2025-05-16,2025-05-16,BP-2024-02208; BP-2024-02208,,"High Density Housing / Commercial - Addition / Alteration - Interior alterations for a voluntary fire alarm upgrade to this existing 4-storey multiple dwelling building. 

Notes: 
1. A separate application is required when proposing an elevator upgrade in the future. 
2. Permit reviewed and approved to VBBL #12511 (2019).",permit,unknown
vancouver,"1238 MELVILLE STREET, Vancouver, BC V6E 4N2",Downtown,,49.2882202,-123.1253633,yes,building,2,2,0,lift,2025-08-14,2025-08-14,BP-2025-02674; BP-2025-02674,,"High Density Housing / Commercial - Addition / Alteration - Interior alterations to provide emergency recall of existing elevators including fire alarm upgrades in accordance with VBBL Bulletin 2018-004-BU/EL and B44-16 at this existing multiple dwelling building on this site.

Notes: 
1. Location of new exterior mechanical unit at roof OK for BP per D. Langevin July 28/25
2. Schedule B (Arch & Elec) submitted by: S.Mollaei, P.Eng, (778.833.0908)
3. Main recall level: Level P1 / Main Entrance Level
4. Alternate recall level: Level 3

Permit reviewed and accepted to VBBL #12511 (2019)",permit,unknown
vancouver,"1251 W 71ST AVENUE, Vancouver, BC V6P 3A9",Marpole,,49.2072282,-123.1339708,yes,building,2,2,0,lift,2017-09-18,2017-09-18,BP-2017-03370; BP-2017-03370,,"High Density Housing / Commercial - Addition / Alteration - Interior alterations to provide elevator upgrades to one (1) elevator in this existing 4-storey residential building on this site for CSA-B44-07 upgrade.

Scope of work: 
- Installation of automatic emergency recall in accordance with Bulletin 2008-002-BU/EL.
- Replacement of elevator control.
- Installation of smoke detectors and heat detectors.

Building Review Branch Notes:
1. Related Fire Alarm Upgrade Permit BP-2016-02710
2. Related Electrical Permit EP-2017-05167
3. Fire Safety Plan and or Operations Manual to be updated to show alterations. Plans to be submitted to Fire Prevention office for approval
   Evacuation plans for occupants to be updated.
4. Schedule B provided - Architectural & Electrical.",permit,unknown
vancouver,"1275 HARO STREET, Vancouver, BC V6E 1G1",West End,,49.2861303,-123.1287365,yes,building,2,2,0,lift,2019-03-13,2021-02-22,BP-2018-04764; BP-2020-03991,,"Enquiry Centre - Addition / Alteration - To installation of a new fire alarm system as per Furano Pacific Consulting drawings.  To install manual stations and audible horn strobe combination devices at the exit doors on each floor starting on the main floor up to the 10th floor. Riser conduits to go up the existing stairwells to access each floor. A new Mircom fire alarm panel to be installed in the main lobby adjacent to the elevators.  Some coring through floors will be required.

Electrical drawings are attached.
AL-2018-00249 VBBL 3.4.4.4(1)(b)

Letters of assurance rcvd B Town 604.516.9878",permit,unknown
vancouver,"1301 ROBSON STREET, Vancouver, BC V6E 1C6",West End,,49.2874885,-123.1286662,yes,building,2,2,0,lift,2022-11-10,2022-11-10,BP-2022-04443; BP-2022-04443,,"High Density Housing / Commercial - Addition / Alteration - Interior alterations for an elevator and fire alarm system upgrade to this existing mixed-use high-rise commercial/residential building to meet the requirements of CSA-B44. 

Note: application approved under the VBBL 2019 (#12511)",permit,unknown
vancouver,"1320 BUTE STREET, Vancouver, BC V6E 2A3",West End,,49.2803107,-123.1348001,yes,building,2,2,0,lift,2020-02-07,2020-02-07,BP-2019-05318; BP-2019-05318,,"High Density Housing / Commercial - Addition / Alteration - Elevator and fire alarm modernization with new DDRS system
Interior alterations to replace existing single stage fire alarm panel with a new DDRS system and provide modernization of existing two elevators to allow for elevator recall from basement to 18th floor of this existing 18-storey multiple dwelling residential building for CSA-B44 upgrade.     

Scope of work:
- Replace existing conventional FACP with new addressable panel, install a new DDRS system and replace existing fire alarm annunciator to show automatic emergency elevator recall zones.
- Upgrade electrical equipment for elevators in the machine rooms to suit new elevator power requirements.
- Install new relays and upgrade existing FAS initiation devices to addressable type and to allow for activation of the automatic emergency elevator recall sequence. 
- Programming of Elevator Recall and FEO functions.

******THIS PERMIT HAS BEEN ISSUED UNDER THE REQUIREMENTS OF VBBL 2019******** 

Building Review Branch Notes:
- Schedule B - Arch. & Elec. submitted by S. Mollaei Miyandoab P. Eng. 
- Automatic emergency recall (main - ground floor, alternate - 2nd floor)
- See AL-2019-00243 for DDRS.",permit,unknown
vancouver,"1320 E 33RD AVENUE, Vancouver, BC V5V 3B7",Kensington-Cedar Cottage,,49.2399707,-123.0785358,yes,building,2,2,0,handrail,2025-05-20,2025-05-20,DB-2025-01600; DB-2025-01600,,"Field Review - Addition / Alteration - Interior alterations and change of use from single detached house to single detached house with a secondary suite to this existing building on site.

Scope of work includes: Validate unauthorized suite on the main floor, remove the unauthorized tertiary suite at the rear of the main floor, restore enclosed garage and install separate electric baseboard heating system in secondary suite.

Notes:
- Related to CF-2024-007226
- DBI to determine if structural engineer is required.
- This building is NOT sprinklered. 
- REUP submitted by Sha Dhari, AUM Building Science, 778-230-0632.
- This permit is for alterations as shown in plans only. Any unauthorized work on this site, existing or otherwise, is neither recognized nor approved and may be subject to enforcement action.
- No strata-titling will be permitted.                                           
- An annual Vancouver Business License must be obtained prior to the rental of this approved single detached house and/or secondary suite on this site.              
- Install interconnected, hardwired, 120 volt smoke alarms with battery back-up and silencing feature, in each sleeping unit and in hallways serving sleeping units on each storey as per Building Bylaw 9.10.19.                             
- Install Carbon Monoxide Alarm as per Building By-Law 9.32.4.2. 
- All handrails/guardrails to be upgraded as per 11.2.1.4
- Dedicated 3'-0"" wide firefighting access path with overhead clearance of 2m to be maintained at all times.


OK for field review per O. Luo, Apr 3rd, 2025",permit,unknown
vancouver,"133 W 49TH AVENUE, Vancouver, BC V5Y 2Z7",Oakridge,,49.2258751,-123.1092419,yes,building,2,2,0,ramp,2023-09-26,2023-09-26,BP-2023-00094; BP-2023-00094,,"Certified Professional Program - New Building - To construct a six-storey (five-storey)* mixed-use building with commercial units and offices on the first two levels, residential units on Levels 3-5, and indoor and outdoor amenities on the Roof Level. The building will be constructed over two levels of underground parkade. The below-grade and commercial levels will be of noncombustible construction, and residential and amenity levels will be of combustible construction consist of 69 strata-titled dwelling units. The building will be sprinklered throughout and provided with a monitored fire alarm system. 

*An AL to address the height of this building to a Five-Storey building.

VBBL2019 - NFPA 13 - with Radio Antenna.

Notes:
1. Only three Retail CRUs are permitted to be tenanted as a Restaurant or Retail Limited Food with Class 1 cooking in the future. 
2. Pre-shaft: Three 1 hr vertical shafts with 2 hr fire barrier wrapped kitchen exhaust duct will be installed adjacent to CRU #3 & #4 and within CRU#12.

Stage 1 - Excavation and Shoring issued on Sept. 26, 2023.  
Stage 2 - Foundation and grade including the vehicle ramp cover which is above grade of non-comb construction issued on Jan 24, 2024.
Stage 3 - Full Construction issued on May 8, 2024.

Revision #1 - (Mar 16, 2026) - To change the Mechanical Engineer from John Burke (Outgoing - June 30, 2025) to Jamie Watson (Incoming - June 30th, 2025).",permit,unknown
vancouver,"133 W PENDER STREET, Vancouver, BC V6B 5N2",Downtown,,49.281546,-123.1085019,yes,building,2,2,0,lift,2022-10-25,2022-10-25,BP-2022-03742; BP-2022-03742,,"High Density Housing / Commercial - Addition / Alteration - Interior alterations for fire recall for elevator modernization to this existing high-rise residential building to meet the requirements of CSA-B44 as per Bulletin 2018-004-BU/EL

Note: application reviewed and approved under the VBBL 2019 (#12511)",permit,unknown
vancouver,"1331 HOMER STREET, Vancouver, BC V6B 5M5",Downtown,,49.273726,-123.1259731,yes,building,2,2,0,lift,2024-11-04,2024-11-04,BP-2024-02241; BP-2024-02241,,"High Density Housing / Commercial - Addition / Alteration - Interior alterations for an elevator upgrade to meet the CSA-B44 requirements to this existing high-rise mixed-use commercial/multiple dwelling building. 

Note: Permit reviewed and approved to VBBL #12511 (2019)",permit,unknown
vancouver,"1338 COMMERCIAL DRIVE, Vancouver, BC V5L 3X6",Grandview-Woodland,,49.272433,-123.0691809,yes,building,2,2,0,handrail,2023-06-16,2023-06-16,DB-2022-03698; DB-2022-03698,,"High Density Housing / Commercial - Addition / Alteration - Interior and exterior alterations including modification of the rear exit stairs, rear deck, boiler room and hallway at the back of this mixed-use (residential on the 2nd floor, retail, restaurant, and office units on the 1st floor) 2-storey building on this site. 
CF – 2017-013103
Revision 1
1- REMOVED PROPOSED 42"" GUARDWALL AND REPLACED WITH OPEN PICKET GUARDRAIL MECHANICALLY FASTENED TO SIDE OF MID-LANDING
2- REPLACED 36"" DOOR WITH 2'-10"" DOOR WITH CLOSURE, LEVER HANDLE AND FIRE RATING STILL REMAINS THE SAME
3- STAIR HANDRAIL RETURNS TO FLOOR INSTEAD OF WALL BECAUSE OF REQUIRED STRUCTURAL CONDITION FOUND ON SITE DURING CONSTRUCTION LEADING TO NEEDED SHIFT IN LOWER FLIGHT OF STAIRS TOWARDS THE EXIT DOOR. LEAVING REDUCED SPACE OF HANDRAIL RETURN.",permit,unknown
vancouver,"1339 BURNABY STREET, Vancouver, BC V6E 1R2",West End,,49.2826496,-123.1363872,yes,building,2,2,0,lift,2024-12-16,2024-12-16,BP-2024-03044; BP-2024-03044,,"High Density Housing / Commercial - Addition / Alteration - Replacement of fire alarm system to this existing high-rise multiple dwelling building on this site. 
Scope of work to include installing detection devices to support future Elevator Recall functionality.  

Notes:
1. As a condition of this permit, a BP for the elevator upgrade portion to this building shall be submitted to validate electrical permit EP-2024-02111. This BP shall not close until a BP attached to EP-2024-02111 is submitted. 
2. Permit reviewed and approved to VBBL #12511 (2019) 

Revision #1 (P Volpi, June 24/25):
Adding elevator recall system for the fire alarm system upgrade and the elevator upgrade to meet the requirements of CAN B44-16.
Main Recall Level - Ground Floor
Alternate Recall Level - Upper Parking Level",permit,unknown
vancouver,"1371 HARWOOD STREET, Vancouver, BC V6E 1S6",West End,,49.2823486,-123.137945,yes,building,2,2,0,lift,2024-05-01,2024-05-01,DB-2024-00279; DB-2024-00279,,"High Density Housing / Commercial - Addition / Alteration - Exterior and interior alterations for elevator modernization to upgrade to a DDRS system to meet the CSA-B44 requirements to this existing multiple dwelling building. Exterior work to replace mechanical room door and add a heat pump to the mechanical room on the roof.

Note: Permit reviewed and approved to VBBL #12511 (2019)",permit,unknown
vancouver,"1405 W 12TH AVENUE, Vancouver, BC V6H 1M6",Fairview,,49.2610124,-123.1366513,yes,building,2,2,0,lift,2022-08-22,2022-08-22,BP-2022-01624; BP-2022-01624,,"High Density Housing / Commercial - Addition / Alteration - Interior alterations only to provide elevator modernization to 2 elevators in this 13 storey multi-family residential building over 1 level of underground parking with an existing single stage fire alarm system. 

Main Recall level - 1st storey (Ground level- W 12th Ave), Alternate Recall level -2nd storey

Scope:
ELEVATOR #1 & #2 ARE BEING MODIFIED. THE EXISTING FIRE
ANNUNCIATOR PANEL WILL BE RETAINED.
• PROVIDE NEW SMOKE DETECTORS IN ELEVATOR LOBBY AREA OF
P, G, 2- PENTHOUSE
• PROVIDE NEW SMOKE DETECTOR AT TOP OF ELEVATOR SHAFT.

******THIS PERMIT HAS BEEN REVIEWED UNDER THE REQUIREMENTS OF VBBL #12511 (2019)********

Building Review Branch Notes:
- Electrical Permit required
- VBBL 2019",permit,unknown
vancouver,"1415 LAMEY'S MILL ROAD, Vancouver, BC V6H 3W1",Fairview,,49.2678998,-123.1358552,yes,building,2,2,0,lift; ramp,2020-05-13,2023-10-06,DB-2019-03654; BP-2023-01673,,"High Density Housing / Commercial - Addition / Alteration - Exterior alterations for building envelope repair to this existing 7-storey residential building, thereby providing the following alterations: 
- replace existing stucco cladding to rain-screen acrylic stucco cladding and install Dryvit Outsulation system to existing concrete walls on East and West elevations;
- apply waterproofing membrane at balcony and elevated walkway on Level 3;
- replace all existing balcony and walkway guardrails;
- replace all windows and sliding doors (same sizes) on all floors;
- replace all suite entry doors on South facade. 

Note:
- North and south walls colour to be ""Shitake"" SW9173 (or matching), windows white;
- East and West end walls, guard rails, south stair and elevator painted walls to be ""Taupe Tone"" SW 7633 (or matching)

******THIS PERMIT HAS BEEN ISSUED UNDER THE REQUIREMENTS OF VBBL 2014 AND REVIEWED DURING THE 2020 COVID-19 PANDEMIC CRISIS. ********

Rev. #1 - Sept 15, 2020 - C. Fong 
- W1 to add 2"" mineral wool insulation.
- Change exterior wall color to SW7665 Wall Street with black walkway & balcony railings. 

Rev. #2 - June 9, 2021 - C. Fong
- Remove self-closing device on suite entry doors. 

Building Review Branch Notes:
1. All exterior windows fronting the exterior walkway on South facade to be tempered glazing.
2. All new suite entry doors on South facade to have min. 20 min. F.P.R.
2. Sch-A, Schedule B - Arch. & D-1 are submitted.",permit,unknown
vancouver,"1415 W GEORGIA STREET, Vancouver, BC V6G 3C8",Downtown,,49.2894508,-123.1282835,yes,building,2,2,0,lift,2019-05-28,2019-05-28,BP-2019-02083; BP-2019-02083,,"High Density Housing / Commercial - Addition / Alteration - Elevator Upgrade - 
Interior alterations to provide elevator upgrades to two (2) elevators at the existing 24-storey multiple dwelling building on this site for CSA-B44 upgrade. 

Scope of work: 
- Replace existing conventional smoke detectors at elevator lobbies, shaft and machine room with new addressable type to initiate emergency recall of elevators.

Notes:
- EP-2019-04303
- Schedule B, Architectural and Electrical, Sonia Mollaei, P.Eng, 604-365-0634",permit,unknown
vancouver,"1421 W 7TH AVENUE, Vancouver, BC V6H 4H2",Fairview,,49.2657404,-123.1366205,yes,building,2,2,0,handrail,2022-03-08,2022-03-08,DB-2022-00376; DB-2022-00376,,"Field Review - Addition / Alteration - Exterior and interior alterations to provide a heat pump and interior improvements to this existing unit (1421) in this existing multiple dwelling building on this site.

Scope of Work: 
- Re & re bathrooms and kitchen, layout changes to master bedroom & 2nd bedroom, relocate fire door,  add HVAC to all level, remove gas fireplace, new doors & interior walls, new handrail, millwork, plumbing fixtures & electrical, and flooring.  

OK for field review as per Rosa Astorino - January 28, 2022

Schedule B Architectural & Schedule D submitted per Brian Billingsley, 604-714-1633

REUP submitted per Karan Brar, 604-562-0387

Note:
A/C unit to conform to City of Vancouver Noise By-Law.
(The sound level of the mechanical equipment shall comply with the Noise Control By-law #6555.)                                                                                                     
Noise emanating from mechanical equipment (e.g., air conditioning units, exhaust equipment, generators, etc.) is required to conform to Vancouver By-law No. 6555 regulating Noise or Sound.                                     
(Note:  Air conditioning units are not to exceed a noise level of 55 db during the daytime and 45 db at night.)",permit,unknown
vancouver,"1426 LAURIER AVENUE, Vancouver, BC V6H 1Z1",Shaughnessy,,49.2504489,-123.137413,yes,building,2,2,0,lift,2022-04-07,2022-04-07,BU466607; BU466607,,"Low Density Housing - Addition / Alteration - Exterior and interior alterations to add to the rear of the basement, main and second floors, alter the existing landscaping, remove the front driveway and provide a new built-in three car garage in the basement with proposed driveway having vehicular access from the rear lane and to convert the existing Vancouver Heritage 'B' multiple conversion dwelling building to a one family dwelling with built-in three car garage for this existing 2 storey with basement inside with lane one family dwelling on this site. 
   
Ok for BU permit as per J Greer  October 14th , 2015  
  
Retention drawings and Assurance of Retention of Existing building submitted by P.Eng. Eric Man 604-874-3237 

Elevator compliance letter can be found in application documents

A/C unit on West Side of Building.

Building to be sprinklered to NFPA 13 D as per VBBL 

Schedule B Structural letter received from P.Eng. Eric Man 604-874-3237
Schedule B Geotechnical letter received from P.Eng. Joseph Oh  604.513.4190
Schedule B Mechanical letter received from P.Eng. Don McAdam 604.987.1671
Schedule B Architectural letter received from P.Eng. Ricardo Sapollnik 604.523.1366
Schedule D1 Commitment For Building Envelope Professional  letter received from P.Eng. Ricardo Sapollnik 604.523.1366   
   
Note:
- Bar sink located in the recreation room 
- Energy efficiency upgrade to be in conformance with Table 11.2.1.4. of the Vancouver Building By-Law (Bldg. air sealing or attic insulation upgrade to R-50)
- Wall insulation upgraded to R-22 effective. 
   
Energuide/ Hot2000 report received from City Green Solutions",permit,unknown
