city,address,neighbourhood,ward,latitude,longitude,has_coords,sources,total_permits,n_building_permits,n_development_permits,keywords,earliest_permit_date,latest_permit_date,building_row_ids,development_file_numbers,sample_description,coord_source,completion
calgary,720 13 AV SW,BELTLINE,,51.0410120278976,-114.07818216478609,yes,building+development,2,1,1,lift; ramp,2015-12-04T00:00:00.000,2020-03-10T00:00:00.000,BP2015-15138,DP2020-1524,Parkade elevator lobby renovations to P1 and P4.,permit,completed
calgary,723 57 AV SW,WINDSOR PARK,,51.00235364094908,-114.08009457355433,yes,building,2,2,0,automatic door; ramp,2011-09-15T00:00:00.000,2022-12-09T00:00:00.000,BP2022-19849; BP2011-10733,,Automatic door opener install,permit,completed
calgary,#100 1904 10 ST SW,LOWER MOUNT ROYAL,,51.03595967059979,-114.08687046252902,yes,building,1,1,0,lift,2022-10-27T00:00:00.000,2022-10-27T00:00:00.000,BP2022-00099,,Modella Elevator Fire Alarm Device,permit,issued
calgary,#1001 123 10 AV SW,BELTLINE,,51.04321297620415,-114.06414144859657,yes,building,1,1,0,lift,2022-06-27T00:00:00.000,2022-06-27T00:00:00.000,BP2022-09593,,"Fire Alarm Upgrade, Elevator Modernization",permit,completed
calgary,#1001 835 6 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04782987174927,-114.08067987743819,yes,building,1,1,0,lift,2023-03-06T00:00:00.000,2023-03-06T00:00:00.000,BP2023-00874,,Elevator and Fire Alarm Upgrade,permit,completed
calgary,#101 1311 15 AV SW,BELTLINE,,51.039279037320455,-114.09232103849648,yes,building,1,1,0,lift,2022-08-18T00:00:00.000,2022-08-18T00:00:00.000,BP2022-12102,,Fire Alarm Elevator Modernization (Doral Manor),permit,completed
calgary,#101 1711 25 AV SW,BANKVIEW,,51.0313114130415,-114.10016937098648,yes,building,1,1,0,lift,2022-06-27T00:00:00.000,2022-06-27T00:00:00.000,BP2022-09576,,"Fire Alarm Upgrade, Elevator Modernization",permit,completed
calgary,#1102 230 HUNTINGTON CL NE,HUNTINGTON HILLS,,51.12501518733404,-114.05621873082272,yes,building,1,1,0,lift,2020-09-28T00:00:00.000,2020-09-28T00:00:00.000,BP2020-13921,,Fire Alarm System - New Fire Alarm Elevator Recall Function,permit,completed
calgary,#163V 500 EAU CLAIRE AV SW,EAU CLAIRE,,51.05262108853944,-114.0730546593096,yes,building,1,1,0,lift,2024-02-27T00:00:00.000,2024-02-27T00:00:00.000,BP2023-15543,,fire alarm upgrade-elevator modernization,permit,issued
calgary,#1B 137 32 AV NE,TUXEDO PARK,,51.08139529789817,-114.06050379078366,yes,building,1,1,0,mobility,2024-07-18T00:00:00.000,2024-07-18T00:00:00.000,BP2024-07794,,"A new, three storey, 4 unit townhouse with secondary suites below, with detached garage and mobility storage, Part 9, Group C occupancy",permit,completed
calgary,#1B 3721 14A ST SW,ALTADORE,,51.021338615233134,-114.09633483843858,yes,building,1,1,0,mobility,2025-02-27T00:00:00.000,2025-02-27T00:00:00.000,BP2024-19186,,"6-unit rowhouse with secondary suites, 6-stall row garage with mobility storage",permit,completed
calgary,#201 1228 13 AV SW,BELTLINE,,51.0413672947355,-114.09068643299294,yes,building,1,1,0,lift,2022-07-03T00:00:00.000,2022-07-03T00:00:00.000,BP2022-11189,,Elevator Modernization and Fire Alarm Upgrade,permit,completed
calgary,#201 1506 9 ST SW,BELTLINE,,51.03880100684848,-114.08400378040355,yes,building,1,1,0,lift,2021-09-21T00:00:00.000,2021-09-21T00:00:00.000,BP2021-13811,,Grace Manor Fire Alarm (Elevator Modernization),permit,completed
calgary,#201R 7504 ELBOW DR SW,KINGSLAND,,50.98704409502695,-114.08288439710459,yes,building,1,1,0,mobility,2025-10-21T00:00:00.000,2025-10-21T00:00:00.000,BP2025-06387,,"3-unit townhouse with secondary suites, mobility storage lockers",permit,issued
calgary,#216B 3504 SARCEE RD SW,RUTLAND PARK,,51.02301075753911,-114.12845069677533,yes,development,1,0,1,lift,2019-11-13T00:00:00.000,2019-11-13T00:00:00.000,,DP2019-5829,"ADDITION: RESIDENTIAL CARE (ELEVATOR SHAFT, SOUTH ELEVATION)",permit,unknown
calgary,#28 448 STRATHCONA DR SW,STRATHCONA PARK,,51.04966145510399,-114.1731330705578,yes,building,1,1,0,handrail,2010-06-16T00:00:00.000,2010-06-16T00:00:00.000,BP2010-06581,,Siding Replace and balcony florr and handrails,permit,issued
calgary,#301R 1235 20 AV NW,CAPITOL HILL,,51.07041387260875,-114.08936931344219,yes,building,1,1,0,mobility,2024-08-26T00:00:00.000,2024-08-26T00:00:00.000,BP2024-10127,,"6-Unit rowhouse + suites, Detached garage, Mobility Storage",permit,completed
calgary,#307 145 POINT DR NW,POINT MCKAY,,51.061912653139224,-114.14691038867178,yes,building,1,1,0,accessible; handicap,2008-11-10T00:00:00.000,2008-11-10T00:00:00.000,BP2008-13793,,making suit handicap accessible,permit,completed
calgary,#316D 3510 44 AV SW,RUTLAND PARK,,51.01916293956735,-114.14089737403673,yes,building,1,1,0,barrier-free; ramp,2016-11-25T00:00:00.000,2016-11-25T00:00:00.000,BP2016-14152,,Barrier-free ramp and Uncovered deck at Rear,permit,completed
calgary,#4 3315 RIDEAU PL SW,RIDEAU PARK,,51.024352894298964,-114.07296426432022,yes,building,1,1,0,lift,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,BP2020-18667,,Elevator and Beam - interior alteration,permit,completed
calgary,#406 730 5 ST NE,RENFREW,,51.05808985099429,-114.05030675301612,yes,building,1,1,0,lift,2014-12-30T00:00:00.000,2014-12-30T00:00:00.000,BP2014-14728,,The LiFTT - Renfrew: 39 residential units,permit,completed
calgary,#501 6505 HUNTRIDGE HL NE,HUNTINGTON HILLS,,51.11101878656903,-114.06014345181295,yes,development,1,0,1,ramp,2017-09-12T00:00:00.000,2017-09-12T00:00:00.000,,DP2017-4154,"CHANGES TO SITE PLAN: MULTI-RESIDENTIAL DEVELOPMENT (NEW RAMP, PARKING RECONFIGURATION), CHANGE OF USE: CHILD CARE SERVICE (60 CHILDREN), NEW: SIGN-CLASS B",permit,unknown
calgary,#800 440 SILVERTON GLEN GR SW,SILVERADO,,50.879743905845885,-114.06134761899958,yes,building,1,1,0,mobility,2026-03-03T00:00:00.000,2026-03-03T00:00:00.000,BP2026-01852,,Mobility storage (Building 8),permit,issued
calgary,#9 3231 RIDEAU PL SW,RIDEAU PARK,,51.024352894298964,-114.07296426432022,yes,building,1,1,0,lift,2023-10-17T00:00:00.000,2023-10-17T00:00:00.000,BP2023-16024,,Interior alterations - elevator,permit,completed
calgary,1000 LAKE FRASER GR SE,LAKE BONAVISTA,,50.945390686619035,-114.06772162680357,yes,building,1,1,0,ramp,2011-06-06T00:00:00.000,2011-06-06T00:00:00.000,BP2011-05486,,Exterior Ramp,permit,issued
calgary,1007 89 AV SW,HAYSBORO,,50.973,-114.085,yes,development,1,0,1,mobility,2024-12-12T00:00:00.000,2024-12-12T00:00:00.000,,DP2024-08716,"NEW: DWELLING UNITS (1 BUILDING), SECONDARY SUITES (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE): MOBILITY STORAGE, TREES",permit,unknown
calgary,1009 15 AV SW,BELTLINE,,51.039073503400566,-114.08504869427603,yes,development,1,0,1,handicap; lift,1991-09-09T00:00:00.000,1991-09-09T00:00:00.000,,DP1991-2230,CONVERTED JOB - HANDICAPPED ACCESS ELEVATOR ADDITION AND 2 HANDICAPPED PARKING STALLS FOR EXISTING CHURCH,permit,unknown
calgary,1009 5 ST NE,RENFREW,,51.061,-114.051,yes,development,1,0,1,mobility,2023-12-15T00:00:00.000,2023-12-15T00:00:00.000,,DP2023-08822,"NEW: SEMI-DETACHED DWELLING (2 BUILDINGS), SECONDARY SUITE (3), ACCESSORY RESIDENTIAL BUILDING (MOBILITY STORAGE LOCKERS)",permit,unknown
calgary,105 26 AV SW,MISSION,,51.02937850034495,-114.06477883714284,yes,development,1,0,1,ramp; wheelchair,1995-06-14T00:00:00.000,1995-06-14T00:00:00.000,,DP1995-2379,CONVERTED JOB - WHEELCHAIR RAMP,permit,unknown
calgary,1078 6 AV SW,DOWNTOWN WEST END,,51.04819911018443,-114.08492629666893,yes,building,1,1,0,lift,2025-01-15T00:00:00.000,2025-01-15T00:00:00.000,BP2024-26184,,Elevator and Fire Alarm,permit,issued
calgary,108 CANTRELL DR SW,CANYON MEADOWS,,50.93558105651846,-114.07626678762168,yes,development,1,0,1,lift,1991-11-22T00:00:00.000,1991-11-22T00:00:00.000,,DP1991-2871,CONVERTED JOB - HOME OCCUPATION - DESK & TELEPHONE FOR ELEVATOR CO. (3 YEARS),permit,unknown
calgary,1088 6 AV SW,DOWNTOWN WEST END,,51.048210834929854,-114.08533068004189,yes,building,1,1,0,lift,2025-01-15T00:00:00.000,2025-01-15T00:00:00.000,BP2024-26186,,Elevator and Fire Alarm,permit,issued
calgary,11 CRANARCH PT SE,CRANSTON,,50.87545807503309,-113.97781032187457,yes,development,1,0,1,ramp,2020-12-11T00:00:00.000,2020-12-11T00:00:00.000,,DP2020-8033,RELAXATION: SKATEBOARD RAMP (EXISTING) - HEIGHT AND LENGTH,permit,unknown
calgary,111 LAKE TAHOE GR SE,LAKE BONAVISTA,,50.93461917119316,-114.05066164020191,yes,development,1,0,1,ramp; wheelchair,2004-06-23T00:00:00.000,2004-06-23T00:00:00.000,,DP2004-1829,REAR YARD  RELAXATION FOR DECK (WITH WHEEL CHAIR RAMP),permit,unknown
calgary,1121 6 AV SW,DOWNTOWN WEST END,,51.04799516651575,-114.08720075387745,yes,building,1,1,0,ramp,2011-03-16T00:00:00.000,2011-03-16T00:00:00.000,BP2011-02038,,Condominium Garage Ramp Repairs,permit,issued
calgary,114 15 AV SW,BELTLINE,,51.03872177883192,-114.0640670762672,yes,building,1,1,0,lift,2024-07-08T00:00:00.000,2024-07-08T00:00:00.000,BP2024-11818,,Elevator modernization and FA upgrades,permit,completed
calgary,115 WOODACRES DR SW,WOODBINE,,50.931190475868334,-114.11944790937193,yes,development,1,0,1,lift,2016-12-01T00:00:00.000,2016-12-01T00:00:00.000,,DP2016-4925,"ADDITION: SINGLE DETACHED DWELLING (ATTACHED GARAGE AND ELEVATOR [NORTH ELEVATION], MAIN FLOOR [SOUTH ELEVATION], COVERED DECK [WEST ELEVATION])",permit,unknown
calgary,1204R 5 ST NE,RENFREW,,51.062782347851616,-114.05061282633734,yes,building,1,1,0,mobility,2025-11-20T00:00:00.000,2025-11-20T00:00:00.000,BP2025-19771,,"4-unit townhouse with 4 secondary suites, 4-unit garage with mobility storage",permit,issued
calgary,122 3 AV SE,CHINATOWN,,51.05035566740714,-114.06117453215013,yes,building,1,1,0,ramp,2015-04-17T00:00:00.000,2015-04-17T00:00:00.000,BP2015-03254,,Garage ramp and front stair maintenance,permit,completed
calgary,1239 12 AV SW,BELTLINE,,51.0420594568142,-114.09046985162003,yes,building,1,1,0,lift,2018-08-09T00:00:00.000,2018-08-09T00:00:00.000,BP2018-10479,,Fire Alarm System improvements for Elevator recall.,permit,completed
calgary,1320 16 AV SW,BELTLINE,,51.03858301604116,-114.09289875991522,yes,building,1,1,0,ramp,2018-11-06T00:00:00.000,2018-11-06T00:00:00.000,BP2018-14274,,Parkade concrete ramp repairs & hydronic system,permit,completed
calgary,133 25 AV SW,MISSION,,51.03031270476783,-114.06608328468548,yes,building,1,1,0,lift,2019-12-20T00:00:00.000,2019-12-20T00:00:00.000,BP2019-17032,,C Apartment Building Elevator Fire Alarm Upgrade,permit,completed
calgary,140 6 AV SE,DOWNTOWN COMMERCIAL CORE,,51.048,-114.061,yes,development,1,0,1,ramp,2024-05-23T00:00:00.000,2024-05-23T00:00:00.000,,DP2024-03650,"TEMPORARY USE: COMMUNITY RECREATION FACILITY (SEACAN, SKATE RAMP, GREENHOUSE)",permit,unknown
calgary,1401 10 AV SE,INGLEWOOD,,51.03924544880914,-114.03226392345469,yes,development,1,0,1,ramp; wheelchair,2011-12-21T00:00:00.000,2011-12-21T00:00:00.000,,DP2011-4911,NEW: EXTERIOR RENOVATIONS (WHEELCHAIR RAMP),permit,unknown
calgary,14111 14 ST NW,EVANSTON,,51.18107171723706,-114.09477694585547,yes,development,1,0,1,lift,2013-11-21T00:00:00.000,2013-11-21T00:00:00.000,,DP2013-4824,"TEMPORARY USE: UTILITY BUILDING, UTILITIES (LIFT STATION SANITARY & STORM)",permit,unknown
calgary,1416 BEVERLEY PL SW,BEL-AIRE,,50.998159985336834,-114.09290787204802,yes,development,1,0,1,lift,2002-03-18T00:00:00.000,2002-03-18T00:00:00.000,,DP2002-0711,ADDITION TO DWELLING (ELEVATOR & SECOND STOREY),permit,unknown
calgary,1435 29 ST SW,SHAGANAPPI,,51.040,-114.130,yes,development,1,0,1,mobility,2024-02-14T00:00:00.000,2024-02-14T00:00:00.000,,DP2024-01065,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE AND MOBILITY STORAGE)",permit,unknown
calgary,1436 43 ST NE,MARLBOROUGH,,51.065,-113.972,yes,development,1,0,1,ramp; wheelchair,2021-06-12T00:00:00.000,2021-06-12T00:00:00.000,,DP2021-4293,"RELAXATION: RETAINING WALL (WHEELCHAIR RAMP) - HEIGHT, DECK - HEIGHT",permit,unknown
calgary,145 TARALEA GR NE,TARADALE,,51.117586129516766,-113.94168127958217,yes,building,1,1,0,ramp; wheelchair,2003-09-26T00:00:00.000,2003-09-26T00:00:00.000,BP2003-11866,,"SFD,PORCH,WHEELCHAIR RAMP,WHEELCHAIR RAMP,",permit,completed
calgary,149 PROVIDENCE BV SE,MIDNAPORE,,50.92119545529895,-114.06348655275637,yes,development,1,0,1,barrier-free,2015-12-03T00:00:00.000,2015-12-03T00:00:00.000,,DP2015-5015,"REVISION: REVISIONS TO DP2012-3245 (SHARED ACCESS WITH ADJACENT SITE, RETAINING WALL NW SIDE OF SITE, RETAINING WALL SE SIDE OF SITE, REVISED BARRIER FREE PARKING, REVISED LANDSCAPING)",permit,unknown
calgary,1511 37 ST SE,FOREST LAWN,,51.040,-113.980,yes,development,1,0,1,mobility,2023-12-19T00:00:00.000,2023-12-19T00:00:00.000,,DP2023-08972,"NEW: DWELLING UNITS (2 BUILDINGS), SECONDARY SUITES (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (MOBILITY STORAGE)",permit,unknown
calgary,1520 12 AV SW,SUNALTA,,51.0425957860659,-114.09603411169398,yes,building,1,1,0,lift,2019-07-29T00:00:00.000,2019-07-29T00:00:00.000,BP2019-09523,,MORROS UPLIFT Exterior Upgrading,permit,completed
calgary,1522 21 AV NW,CAPITOL HILL,,51.071579144057935,-114.09606771480352,yes,development,1,0,1,ramp,2019-03-29T00:00:00.000,2019-03-29T00:00:00.000,,DP2019-1502,CHANGES TO SITE PLAN: COMMUNITY RECREATION FACILITY (LANDSCAPING); EXTERIOR RENOVATIONS: COMMUNITY RECREATION FACILITY (RAMP); ACCESSORY RESIDENTIAL BUILDING (GARAGE),permit,unknown
calgary,1530 38 AV SW,ALTADORE,,51.020,-114.096,yes,development,1,0,1,mobility,2025-05-06T00:00:00.000,2025-05-06T00:00:00.000,,DP2025-02655,"NEW: ROWHOUSE BUILDING (1 BUILDING), ACCESSORY RESIDENTIAL BUILDING (MOBILITY STORAGE) SECONDARY SUITE (4 SUITES)",permit,unknown
calgary,1531 20 AV NW,CAPITOL HILL,,51.070412716766114,-114.09651156226597,yes,building,1,1,0,mobility,2024-07-18T00:00:00.000,2024-07-18T00:00:00.000,BP2024-09943,,"A new, one storey detached garage (4 bays) and mobility storage, Part 9, Group F3 occupancy",permit,completed
calgary,1536 37 ST SE,FOREST LAWN,,51.040,-113.980,yes,development,1,0,1,mobility,2023-12-19T00:00:00.000,2023-12-19T00:00:00.000,,DP2023-08971,"NEW: DWELLING UNITS (2 BUILDING), SECONDARY SUITES (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (MOBILITY STORAGE)",permit,unknown
calgary,16 TEMPLESON WY NE,TEMPLE,,51.087839777427,-113.93665994616123,yes,development,1,0,1,ramp,1996-07-08T00:00:00.000,1996-07-08T00:00:00.000,,DP1996-1847,CONVERTED JOB - FRONT YARD RELAXATION FOR EXISTING RAMP/DECK,permit,unknown
calgary,1603 90 AV SW,PUMP HILL,,50.972090350313984,-114.09805241530472,yes,building,1,1,0,lift,2009-03-26T00:00:00.000,2009-03-26T00:00:00.000,BP2009-01786,,Replacing the elevator,permit,completed
calgary,1635 47 ST SW,WESTGATE,,51.039,-114.156,yes,development,1,0,1,mobility,2024-08-16T00:00:00.000,2024-08-16T00:00:00.000,,DP2024-06022,"NEW: ROWHOUSE BUILDING, SEMI-DETACHED, SECONDARY SUITE (12 SUITES), ACCESSORY RESIDENTIAL BUILDING (CARPORT, MOBILITY STORAGE)",permit,unknown
calgary,1716 10 ST SW,MOUNT ROYAL LOWER,,51.03708435731385,-114.08687404833452,yes,development,1,0,1,lift,2006-07-25T00:00:00.000,2006-07-25T00:00:00.000,,DP2006-2522,ADDITION TO EXISTING APARTMENT BUILDING (PENTHOUSE SUITE) AND SIDE YARD RELAXATION FOR ELEVATOR SHAFT,permit,unknown
calgary,1720 7 ST SW,MOUNT ROYAL LOWER,,51.037033384520925,-114.07919484980332,yes,development,1,0,1,ramp,2019-01-11T00:00:00.000,2019-01-11T00:00:00.000,,DP2019-0167,CHANGES TO SITE PLAN: MULTI-RESIDENTIAL DEVELOPMENT (LANDSCAPING AND RAMP),permit,unknown
calgary,1731 9A ST SW,LOWER MOUNT ROYAL,,51.036638307813725,-114.08585923198817,yes,building,1,1,0,lift,2022-08-18T00:00:00.000,2022-08-18T00:00:00.000,BP2022-12233,,Fire Alarm Elevator Modernization (Rockland Place),permit,completed
calgary,180 EVANSBOROUGH CR NW,EVANSTON,,51.183,-114.119,yes,development,1,0,1,ramp; wheelchair,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,,DP2023-02603,"ADDITION: SINGLE DETACHED DWELLING (EAST SIDE - COVERED WHEELCHAIR RAMP, REAR - BASEMENT) - SETBACK FROM SIDE & REAR PROPERTY LINE; NEW: DECK - PROJECTION INTO REAR SETBACK AREA",permit,unknown
calgary,1918 ALEXANDER ST SE,RAMSAY,,51.03541195785628,-114.04343263500047,yes,development,1,0,1,ramp,1994-06-01T00:00:00.000,1994-06-01T00:00:00.000,,DP1994-1971,CONVERTED JOB - FRONT YARD RELAXATION FOR PROPOSED RAMP/DECK,permit,unknown
calgary,1962 40 AV SW,ALTADORE,,51.018,-114.106,yes,development,1,0,1,mobility,2023-05-15T00:00:00.000,2023-05-15T00:00:00.000,,DP2023-03128,CHANGE OF USE: SECONDARY SUITE (4 SUITES); CHANGES TO SITE PLAN: ACCESSORY RESIDENTIAL BUILDING (MOBILITY STORAGE),permit,unknown
calgary,2 TUSCANY VALLEY HT NW,TUSCANY,,51.128980081917405,-114.24672706028298,yes,development,1,0,1,ramp,2013-08-28T00:00:00.000,2013-08-28T00:00:00.000,,DP2013-3615,RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING SKATEBOARD RAMP) - PROHIBITED OBJECT,permit,unknown
calgary,200 LA CAILLE PL SW,EAU CLAIRE,,51.05211821636117,-114.0791125188832,yes,building,1,1,0,lift,2023-12-17T00:00:00.000,2023-12-17T00:00:00.000,BP2023-20044,,Chateau La Caille - Elevator Modernization and Fire Alarm Upgrade,permit,completed
calgary,2000 144 AV NW,AMBLETON,,51.183,-114.117,yes,development,1,0,1,lift,2020-08-04T00:00:00.000,2020-08-04T00:00:00.000,,DP2020-4815,TEMPORARY USE: UTILITIES (SANITARY LIFT STATION),permit,unknown
calgary,2002B BROADVIEW RD NW,WEST HILLHURST,,51.05060937604565,-114.10572368155243,yes,building,1,1,0,mobility,2025-12-19T00:00:00.000,2025-12-19T00:00:00.000,BP2025-17008,,"4-unit townhouse with 4 secondary suites, 4-unit detached garage with mobility storage",permit,issued
calgary,2012 30 AV SW,SOUTH CALGARY,,51.026865732043824,-114.10761409148193,yes,development,1,0,1,ramp,2001-08-08T00:00:00.000,2001-08-08T00:00:00.000,,DP2001-2417,EXTERIOR RENOVATIONS-FOR WHEEL-CHAIR RAMP/LANDING TO REMAIN AS PER DP1999-3735 CONDITION OF APPROVAL,permit,unknown
calgary,2022 29 AV SW,SOUTH CALGARY,,51.02778203714086,-114.10831847847582,yes,building,1,1,0,lift,2012-08-28T00:00:00.000,2012-08-28T00:00:00.000,BP2012-07030,,"SFD,BSMT-DEV,FIREPLACE,DECK,ELEVATOR",permit,completed
calgary,207 32 AV NW,TUXEDO PARK,,51.081,-114.065,yes,development,1,0,1,mobility,2024-05-27T00:00:00.000,2024-05-27T00:00:00.000,,DP2024-03723,"NEW: TOWNHOUSE (1 BUILDING), SEMI - DETACHED DWELLING, SECONDARY SUITES (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (MOBILITY STORAGE)",permit,unknown
calgary,210 15 AV NE,CRESCENT HEIGHTS,,51.06611794948619,-114.05927726675013,yes,development,1,0,1,barrier-free; ramp,2016-06-08T00:00:00.000,2016-06-08T00:00:00.000,,DP2016-2284,CHANGES TO SITE PLAN: MULTI-RESIDENTIAL DEVELOPMENT (ADDING BARRIER FREE RAMP & LANDSCAPING),permit,unknown
calgary,211 13 AV SE,BELTLINE,,51.040263111667855,-114.06006139549397,yes,building,1,1,0,ramp,2023-08-21T00:00:00.000,2023-08-21T00:00:00.000,BP2023-13589,,Ramp and Planter waterproofing repairs,permit,issued
calgary,2111 52 ST NW,MONTGOMERY,,51.08001325794005,-114.16612211766552,yes,development,1,0,1,barrier-free,2017-05-09T00:00:00.000,2017-05-09T00:00:00.000,,DP2017-1894,CHANGES TO SITE PLAN: PLACE OF WORSHIP - SMALL (BARRIER-FREE STALLS); ADDITION: PLACE OF WORSHIP - SMALL (FRONT ENTRY),permit,unknown
calgary,2113 29 AV SW,RICHMOND,,51.02754651129008,-114.11023491884424,yes,building,1,1,0,lift,2010-10-08T00:00:00.000,2010-10-08T00:00:00.000,BP2010-11584,,"SFD,BSMT-DEV,FIREPLACE,GARAGE,DECK,ADDITION OF ELEVATOR,",permit,completed
calgary,22 HAMPTONS CL NW,HAMPTONS,,51.14837340941283,-114.15321941458232,yes,development,1,0,1,lift,2004-06-03T00:00:00.000,2004-06-03T00:00:00.000,,DP2004-1599,SIDE YARD  RELAXATION FOR EXISTING DWELLING (ELEVATOR & EAVE),permit,unknown
calgary,2210 2 ST SW,MISSION,,51.03238781690439,-114.06872099961814,yes,development,1,0,1,lift,2016-08-25T00:00:00.000,2016-08-25T00:00:00.000,,DP2016-3533,ADDITION: RESIDENTIAL CARE - TEMPORARY ELEVATOR - 3 YEARS,permit,unknown
calgary,2233 LAKE FRASER CO SE,LAKE BONAVISTA,,50.94494418125711,-114.06679292085968,yes,building,1,1,0,ramp,2018-07-11T00:00:00.000,2018-07-11T00:00:00.000,BP2018-08670,,Parkade Ramp Replacement,permit,completed
calgary,2236 24 AV NW,BANFF TRAIL,,51.07439200255083,-114.11224973727892,yes,building,1,1,0,mobility,2025-04-01T00:00:00.000,2025-04-01T00:00:00.000,BP2024-02915,,Garages and mobility storage,permit,issued
