city,address,neighbourhood,ward,latitude,longitude,has_coords,sources,total_permits,n_building_permits,n_development_permits,keywords,earliest_permit_date,latest_permit_date,building_row_ids,development_file_numbers,sample_description,coord_source,completion
calgary,#1500 530 8 AV SW,DOWNTOWN COMMERCIAL CORE,,51.045959768204014,-114.07294617928993,yes,building,3,3,0,lift,2001-03-26T00:00:00.000,2020-05-14T00:00:00.000,BP2020-05219; BP2001-02405; BP2019-12618,,Elevator Lobby / Washrooms,permit,completed
calgary,#1600 250 6 AV SW,DOWNTOWN COMMERCIAL CORE,,51.047693767916016,-114.06714522683207,yes,building,3,3,0,lift,2014-12-17T00:00:00.000,2023-08-25T00:00:00.000,BP2023-13746; BP2014-18760; BP2015-06758,,Interior Alteration - 16th Floor Elevator Lobby,permit,completed
calgary,#600 322 11 AV SW,BELTLINE,,51.04266748485738,-114.06890115223884,yes,building,3,3,0,lift,2014-07-11T00:00:00.000,2026-03-12T00:00:00.000,BP2014-09350; BP2014-19578; BP2025-23760,,Elevator Lobby on 6th Floor,permit,completed
calgary,#77 100 ANDERSON RD SE,WILLOW PARK,,50.95076218780573,-114.0654016842492,yes,building+development,3,1,2,lift; ramp,1999-08-03T00:00:00.000,2023-05-19T00:00:00.000,BP2015-07098,DP2023-03276; DP1999-2873,Existing Tenant - Elevator removal and addition,permit,completed
calgary,10 SMED LN SE,STARFIELD,,50.994,-113.955,yes,development,3,0,3,ramp,2018-06-15T00:00:00.000,2018-06-26T00:00:00.000,,DP2018-2893; DP2018-2956; DP2018-3087,"EXTERIOR RENOVATIONS: MULTI-USE INDUSTRIAL (OVERHEAD DOOR & RAMP, MAN DOOR, NEW WINDOWS)",permit,unknown
calgary,100 HAWKWOOD BV NW,HAWKWOOD,,51.12536598072157,-114.16679540668599,yes,building,3,3,0,handicap; lift; ramp,2004-12-27T00:00:00.000,2013-08-26T00:00:00.000,BP2004-15075; BP2013-11456; BP2006-13676,,Modify existing Elevator Shaft,permit,completed
calgary,1029 17 AV SW,MOUNT ROYAL LOWER,,51.03771273987302,-114.08599985278194,yes,development,3,0,3,handicap; lift; ramp,1989-03-14T00:00:00.000,2010-06-10T00:00:00.000,,DP1989-0474; DP2010-2260; DP1998-1071,CONVERTED JOB - RENOVATIONS TO LANDSCAPING AND HANDICAPPED RAMP,permit,unknown
calgary,10910 ELBOW DR SW,SOUTHWOOD,,50.955399109849765,-114.08457440243579,yes,building+development,3,2,1,barrier-free; lift,2008-04-10T00:00:00.000,2019-03-01T00:00:00.000,BP2008-02561; BP2019-01817,DP2018-4552,Barrier Free Washroom / Nurses Room Renos,permit,completed
calgary,111 5 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04828448444429,-114.06411684887775,yes,building,3,3,0,ramp,2011-04-18T00:00:00.000,2013-12-07T00:00:00.000,BP2011-03194; BP2012-03096; BP2013-17421,,REPAIR/REPLACE OF PARKING RAMP,permit,completed
calgary,1415 14 AV NW,HILLHURST,,51.063603729361574,-114.09224486665391,yes,building,3,3,0,barrier-free; lift,2018-07-04T00:00:00.000,2020-04-09T00:00:00.000,BP2020-04140; BP2018-08480; BP2019-15401,,Fire Alarm System Elevator Modification,permit,completed
calgary,2000 AIRPORT RD NE,CALGARY INTERNATIONAL AIRPORT,,51.13440933289924,-114.00193422649242,yes,building,3,3,0,lift; mobility,2004-12-27T00:00:00.000,2023-12-21T00:00:00.000,BP2004-16049; BP2016-06157; BP2023-21045,,Cellular Mobility Shelter,permit,completed
calgary,300 5 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04866906345746,-114.06800073563237,yes,building,3,3,0,automatic door; lift,2012-05-13T00:00:00.000,2022-07-24T00:00:00.000,BP2012-04954; BP2016-14354; BP2022-09825,,Elevator Reno on 9th FL and Bathroom Reno on 18th FL,permit,completed
calgary,3501 54 AV SE,FOOTHILLS,,51.004854066279925,-113.98526531947938,yes,building+development,3,1,2,ramp,2006-06-02T00:00:00.000,2017-01-30T00:00:00.000,BP2006-08939,DP2017-0359; DP2009-0116,Addition of 2 Silo's and Loading Ramp,permit,completed
calgary,4004 4 ST NW,HIGHLAND PARK,,51.08650879058022,-114.07136699213352,yes,building+development,3,1,2,handicap; lift,1998-01-13T00:00:00.000,2016-11-25T00:00:00.000,BP2016-12667,DP2016-3003; DP1998-0089,Elevator demolition and replacement.,permit,completed
calgary,5211 52 ST SE,FOOTHILLS,,51.007606991497696,-113.9588625279527,yes,building+development,3,1,2,ramp,2024-08-07T00:00:00.000,2025-03-09T00:00:00.000,BP2024-15468,DP2024-05797; DP2025-01376,Colliers New Ramp and Overhead Door,permit,completed
calgary,5215 33 ST NW,BRENTWOOD,,51.09997141431347,-114.13601534546694,yes,building+development,3,1,2,lift; ramp,2005-06-30T00:00:00.000,2017-05-18T00:00:00.000,BP2005-16538,DP2017-2095; DP2005-2264,Addition (Elevator),permit,completed
calgary,6031 ELBOW DR SW,BEL-AIRE,,50.99801035067983,-114.0833735616761,yes,building+development,3,1,2,barrier-free; lift; ramp,2022-06-22T00:00:00.000,2023-05-09T00:00:00.000,BP2022-10964,DP2022-04414; DP2023-02956,First Assembly Church - South Entry Barrier Free Improvements,permit,completed
calgary,922 9 AV SE,INGLEWOOD,,51.043516991634824,-114.04000898217635,yes,building+development,3,2,1,ramp; wheelchair,2004-10-22T00:00:00.000,2020-10-30T00:00:00.000,BP2004-12038; BP2020-15049,DP2020-4020,WHEELCHAIR RAMP,permit,completed
calgary,#1000 700 4 AV SW,DOWNTOWN COMMERCIAL CORE,,51.049859051161256,-114.07648131538893,yes,building,2,2,0,lift; ramp,2017-12-12T00:00:00.000,2020-02-04T00:00:00.000,BP2020-01003; BP2017-15835,,Fire Alarm System Modification - Relocation of Elevator Control Relays,permit,completed
calgary,#1000 801 7 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04681425408628,-114.07914562566883,yes,building,2,2,0,lift; ramp,2008-07-12T00:00:00.000,2017-03-09T00:00:00.000,BP2017-01535; BP2008-08275,,Nexen: PH-2 Washroom and PH-3 Elevator Lobbies Renovations,permit,completed
calgary,#101 4014 MACLEOD TR SE,MANCHESTER INDUSTRIAL,,51.01810167685989,-114.06279863551467,yes,building+development,2,1,1,accessible; ramp,2026-03-02T00:00:00.000,2026-05-13T00:00:00.000,BP2026-01327,DP2026-01127,Exterior alterations - Atrium Square Pedestrian Ramp,permit,issued
calgary,#101 4447 46 AV SE,EASTFIELD,,51.01312660723343,-113.9690810642865,yes,building+development,2,1,1,ramp,2012-02-28T00:00:00.000,2012-04-20T00:00:00.000,BP2012-03107,DP2012-0764,Ramp & Overhead door,permit,completed
calgary,#105 2765 48 AV NE,HORIZON,,51.09584640886312,-113.99326226534723,yes,development,2,0,2,ramp,2017-01-31T00:00:00.000,2019-09-20T00:00:00.000,,DP2017-0381; DP2019-4900,CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - LIGHT (ENTRANCE RAMP),permit,unknown
calgary,#107 1135 64 AV SE,BURNS INDUSTRIAL,,50.99539614798348,-114.0400157539532,yes,building+development,2,1,1,ramp,2020-11-12T00:00:00.000,2021-02-19T00:00:00.000,BP2021-00554,DP2020-7291,Exterior Ramp,permit,completed
calgary,#109 2808 HOPEWELL PL NE,HORIZON,,51.09233016012312,-113.99488969925477,yes,building+development,2,1,1,ramp,2018-04-05T00:00:00.000,2018-07-12T00:00:00.000,BP2018-08481,DP2018-1347,New Overhead Door & Ramp - Unit #109,permit,completed
calgary,#109 5555 69 AV SE,GREAT PLAINS,,50.992638595593014,-113.95216650007431,yes,development,2,0,2,ramp,2015-03-05T00:00:00.000,2016-09-09T00:00:00.000,,DP2016-3719; DP2015-0842,"EXTERIOR RENOVATIONS: GENERAL INDUSTRIAL - LIGHT (NEW O/H DOOR, MAN DOOR, RAMP)",permit,unknown
calgary,#11 6335 57 ST SE,STARFIELD,,50.996688594736156,-113.94699838384409,yes,building+development,2,1,1,ramp,2015-12-02T00:00:00.000,2016-01-28T00:00:00.000,BP2016-00434,DP2015-5003,Two New overhead doors c/w ramps.,permit,completed
calgary,#1100 324 8 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04585861220883,-114.06928788067185,yes,building,2,2,0,lift,2017-07-19T00:00:00.000,2020-04-13T00:00:00.000,BP2020-03846; BP2017-08495,,D Office Elevator Lobby Area Renovations,permit,completed
calgary,#114 2730 39 AV NE,HORIZON,,51.088920768060255,-113.9963319844434,yes,building,2,2,0,lift; ramp,2001-08-24T00:00:00.000,2025-10-30T00:00:00.000,BP2001-09648; BP2025-18291,,interior alterations  and loading ramp,permit,completed
calgary,#117 7007 54 ST SE,GREAT PLAINS,,50.99264848880114,-113.95505298512657,yes,building+development,2,1,1,ramp,2013-08-21T00:00:00.000,2013-10-28T00:00:00.000,BP2013-15267,DP2013-3502,Overhead door & ramp,permit,completed
calgary,#120 41 ROYAL VISTA DR NW,ROYAL VISTA,,51.152,-114.201,yes,development,2,0,2,barrier-free; ramp,2023-07-18T00:00:00.000,2023-08-30T00:00:00.000,,DP2023-06078; DP2023-04827,"CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - LIGHT (BARRIER FREE RAMP, PARKING CONFIGURATION AND NEW ENTRY DOOR)",permit,unknown
calgary,#1200 335 8 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04562893516916,-114.07002425635423,yes,building,2,2,0,lift,2017-03-17T00:00:00.000,2017-08-23T00:00:00.000,BP2017-01971; BP2017-10684,,12 th floor elevator lobby and corridor renovation.,permit,completed
calgary,#1200 645 7 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04671758856769,-114.07573846515707,yes,building,2,2,0,lift,2005-12-29T00:00:00.000,2014-10-12T00:00:00.000,BP2005-19306; BP2014-15460,,12th floor elevator lobby,permit,completed
calgary,#128 1220 28 ST NE,FRANKLIN,,51.0620365189874,-113.99311648302334,yes,building+development,2,1,1,ramp,2021-09-03T00:00:00.000,2022-08-13T00:00:00.000,BP2022-11485,DP2021-6315,Overhead Door and Exterior Ramp Expansion,permit,issued
calgary,#140 10450 50 ST SE,EAST SHEPARD INDUSTRIAL,,50.96122484378417,-113.96139520235337,yes,development,2,0,2,ramp,2018-02-16T00:00:00.000,2018-05-01T00:00:00.000,,DP2018-2070; DP2018-0630,EXTERIOR RENOVATIONS: GENERAL INDUSTRIAL - LIGHT (NEW LOADING DOOR AND RAMP),permit,unknown
calgary,#1620 444 5 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04874054331338,-114.07115279690393,yes,building,2,2,0,lift,2002-01-15T00:00:00.000,2018-09-25T00:00:00.000,BP2001-14490; BP2018-12697,,Interior alterations to elevator lobby & corridor,permit,completed
calgary,#1900 801 6 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04777101496932,-114.07934185519407,yes,building,2,2,0,barrier-free; lift,2016-06-17T00:00:00.000,2019-10-08T00:00:00.000,BP2019-13677; BP2016-06186,,Interior Alteration - Group D - Elevator Lobby Renovation,permit,completed
calgary,#200 6815 8 ST NE,DEERFOOT BUSINESS CENTRE,,51.11453861546727,-114.04476585218673,yes,building,2,2,0,lift,1999-07-23T00:00:00.000,2015-04-21T00:00:00.000,BP2015-03358; BP1999-08474,,Interior Alterations - Elevator Lobby,permit,completed
calgary,#210 736 6 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04801131799948,-114.07823710299643,yes,building,2,2,0,barrier-free; lift,2012-11-15T00:00:00.000,2014-11-07T00:00:00.000,BP2014-16473; BP2012-15374,,Barrier-free unisex wahrooms,permit,completed
calgary,#270 220 4 AV SE,CHINATOWN,,51.04936568025034,-114.05915357893097,yes,building,2,2,0,accessible; lift,2014-06-17T00:00:00.000,2022-10-31T00:00:00.000,BP2022-15859; BP2014-07765,,Interior Alterations (2nd Floor ESDC Meeting Room & Accessible Washroom),permit,completed
calgary,#28 4216 54 AV SE,FOOTHILLS,,51.003869369776936,-113.97509444321652,yes,building,2,2,0,accessible; barrier-free,2010-06-15T00:00:00.000,2023-08-03T00:00:00.000,BP2010-06650; BP2023-03803,,Barrier Free Washroom,permit,completed
calgary,#3830 855 2 ST SW,DOWNTOWN COMMERCIAL CORE,,51.045108327837454,-114.06818941136753,yes,building,2,2,0,lift,2015-11-10T00:00:00.000,2023-10-18T00:00:00.000,BP2023-14837; BP2015-14212,,Bankers Hall 38 Floor - Elevator Lobby Renovation,permit,completed
calgary,#4111S 2000A AIRPORT RD NE,CALGARY INTERNATIONAL AIRPORT,,51.13440933289924,-114.00193422649242,yes,building,2,2,0,lift; ramp,2016-09-15T00:00:00.000,2026-02-10T00:00:00.000,BP2016-09137; BP2026-00244,,Concourse C Air Canada Ramp Upgrades,permit,completed
calgary,#4300 400 3 AV SW,EAU CLAIRE,,51.05063314940996,-114.07059120365247,yes,building,2,2,0,lift,2013-10-29T00:00:00.000,2020-05-25T00:00:00.000,BP2020-05715; BP2013-14175,,Interior Alterations - 43rd & 44th Floors Elevator Lobby Finishes Upgrades,permit,completed
calgary,#5 2930 32 AV NE,HORIZON,,51.082,-113.993,yes,development,2,0,2,ramp,2021-10-12T00:00:00.000,2021-12-01T00:00:00.000,,DP2021-8584; DP2021-7284,CHANGES TO SITE PLAN: RETAIL AND CONSUMER SERVICE (SUNKEN LOADING RAMP),permit,unknown
calgary,#500 220 12 AV SW,BELTLINE,,51.042349247015316,-114.06736091073094,yes,building,2,2,0,lift,2021-07-22T00:00:00.000,2022-08-18T00:00:00.000,BP2022-11974; BP2021-12088,,Fifth Floor Elevator Lobby and Washroom Upgrades,permit,completed
calgary,#700 444 7 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04683336015771,-114.0709062496282,yes,building,2,2,0,lift,2017-06-01T00:00:00.000,2017-06-07T00:00:00.000,BP2017-05976; BP2017-06460,,Barclay 7th Floor Elevator Lobby Renovation,permit,completed
calgary,#900 311 6 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04745881157091,-114.06844839940375,yes,building,2,2,0,lift,2018-07-18T00:00:00.000,2019-05-14T00:00:00.000,BP2018-09024; BP2019-04692,,Intact Place - Elevator Lobby Renovation - 9th Floor,permit,completed
calgary,#900 401 9 AV SW,DOWNTOWN COMMERCIAL CORE,,51.0446755664896,-114.07078276701799,yes,building,2,2,0,lift,2014-10-30T00:00:00.000,2014-10-31T00:00:00.000,BP2014-16193; BP2014-16234,,Elevator and public corridor finishes,permit,completed
calgary,#U 5530 3 ST SE,MANCHESTER INDUSTRIAL,,51.00420427132737,-114.05685713643304,yes,building+development,2,1,1,ramp; wheelchair,2025-08-25T00:00:00.000,2025-10-27T00:00:00.000,BP2025-16260,DP2025-04913,Exterior Alterations - Napa Autoparts Ramp,permit,completed
calgary,1000 VETERAN'S PL NW,PARKDALE,,51.064243112888335,-114.14598946384329,yes,building+development,2,1,1,ramp,2021-06-30T00:00:00.000,2021-10-24T00:00:00.000,BP2021-16277,DP2021-4782,New Ramp  and Retaining Walls,permit,completed
calgary,1011 9 AV SE,INGLEWOOD,,51.04254856953358,-114.03870916576227,yes,building,2,2,0,lift,2013-07-30T00:00:00.000,2014-09-30T00:00:00.000,BP2014-14416; BP2013-08177,,New lift at main floor loading dock.,permit,completed
calgary,1115 11 AV SW,BELTLINE,,51.042920218649705,-114.08752581034248,yes,building+development,2,1,1,lift; ramp,2013-05-06T00:00:00.000,2013-10-24T00:00:00.000,BP2013-14966,DP2013-1866,New Vestibule & Exterior Stairs/Elevator,permit,completed
calgary,112 4 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04948889422768,-114.0634873430011,yes,building,2,2,0,lift,1999-12-01T00:00:00.000,2010-01-06T00:00:00.000,BP1999-13405; BP2009-15248,,Int. Alt. to elevator lobby,permit,completed
calgary,11618 VALLEY RIDGE PA NW,VALLEY RIDGE,,51.09890469682542,-114.25534937103345,yes,building,2,2,0,lift,2016-10-25T00:00:00.000,2024-05-07T00:00:00.000,BP2016-00477; BP2024-05535,,City of Calgary Sanitary Lift Station Rehabilitation,permit,completed
calgary,120 9 AV SE,DOWNTOWN COMMERCIAL CORE,,51.044504277970034,-114.06381633703023,yes,building,2,2,0,accessible; lift,2023-01-12T00:00:00.000,2025-07-18T00:00:00.000,BP2022-20028; BP2025-13585,,Accessibility upgrades,permit,completed
calgary,123 DR CARPENTER CI NW,HILLHURST,,51.06666946663131,-114.08977833911267,yes,building,2,2,0,lift,2011-07-19T00:00:00.000,2023-04-12T00:00:00.000,BP2011-08125; BP2023-01397,,Elevator Lobbby and washrooms,permit,completed
calgary,1281 COPPERFIELD BV SE,COPPERFIELD,,50.91363245175857,-113.92478439267938,yes,building,2,2,0,lift,2021-05-27T00:00:00.000,2021-06-01T00:00:00.000,BP2021-03300; BP2021-04682,,Copperfield Lift Station Retaining Wall,permit,completed
calgary,1300 ZOO RD NE,BRIDGELAND/RIVERSIDE,,51.044058950858194,-114.03160323045185,yes,building+development,2,1,1,lift,2014-07-07T00:00:00.000,2015-07-23T00:00:00.000,BP2015-06983,DP2014-3175,One storey building (St. George's Island Lift Station),permit,completed
calgary,133 9 AV SW,DOWNTOWN COMMERCIAL CORE,,51.044513830223465,-114.0648522230948,yes,building+development,2,1,1,accessible; lift; wheelchair,2013-06-06T00:00:00.000,2013-10-28T00:00:00.000,BP2013-15220,DP2013-2371,Addition of new Accessibility lift for Hotel,permit,completed
calgary,138 4 AV SE,CHINATOWN,,51.04940866039424,-114.06067879033266,yes,building,2,2,0,barrier-free; lift,2003-03-26T00:00:00.000,2019-05-17T00:00:00.000,BP2003-02577; BP2019-05021,,new barrier-free washroom,permit,completed
calgary,140 4 AV SW,DOWNTOWN COMMERCIAL CORE,,51.049518426747916,-114.0645355905629,yes,building,2,2,0,lift,2000-09-11T00:00:00.000,2007-12-11T00:00:00.000,BP2000-09559; BP2007-17560,,Interior alterations - elevator lobby upgrade,permit,completed
calgary,1403 29 ST NW,ST. ANDREWS HEIGHTS,,51.06465364600284,-114.13090742750843,yes,building+development,2,1,1,lift; ramp,1996-07-31T00:00:00.000,2005-03-28T00:00:00.000,BP2005-02046,DP1996-2107,Commercial Project (Partial Demo of Laundry Building) Relocation of Loading Ramp,permit,completed
calgary,141 50 AV SE,MANCHESTER INDUSTRIAL,,51.00858861281225,-114.0627548105215,yes,building+development,2,1,1,handrail; ramp,2015-02-03T00:00:00.000,2018-04-24T00:00:00.000,BP2015-00837,DP2018-1878,Interior Alterartion - Installation of Intermediate Handrails,permit,issued
calgary,1410 OLYMPIC WY SE,BELTLINE,,51.03854509896788,-114.0510213217798,yes,building+development,2,1,1,lift; ramp; wheelchair,2001-01-30T00:00:00.000,2006-04-07T00:00:00.000,BP2001-00116,DP2006-1125,Wheelchair Ramp,permit,completed
calgary,144 4 AV SW,DOWNTOWN COMMERCIAL CORE,,51.049518426747916,-114.0645355905629,yes,building,2,2,0,lift,2005-03-17T00:00:00.000,2010-02-11T00:00:00.000,BP2009-15247; BP2005-01826,,Elevator Upgrades on Parking level Parkade,permit,completed
calgary,150 6 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04828448444429,-114.06411684887775,yes,building,2,2,0,lift,2013-08-29T00:00:00.000,2021-10-24T00:00:00.000,BP2021-16295; BP2013-11369,,Suncor Energy Centre - Elevator Modification,permit,completed
calgary,200 29 AV NE,TUXEDO PARK,,51.078851509246,-114.05993963246729,yes,building+development,2,1,1,ramp; wheelchair,2004-11-05T00:00:00.000,2016-08-08T00:00:00.000,BP2004-14150,DP2016-3243,Addition of Wheelchair Ramp,permit,completed
calgary,2000 SOUTHLAND DR SW,PALLISER,,50.962,-114.108,yes,development,2,0,2,ramp; wheelchair,2021-07-22T00:00:00.000,2024-08-13T00:00:00.000,,DP2021-5324; DP2024-05902,CHANGES TO SITE PLAN: COMMUNITY RECREATION FACILITY (GARBAGE ENCLOSURES & WHEEL CHAIR RAMPS),permit,unknown
calgary,2015 CENTRE AV SE,MAYLAND,,51.052,-114.006,yes,development,2,0,2,ramp; wheelchair,2016-12-28T00:00:00.000,2019-01-02T00:00:00.000,,DP2016-5293; DP2019-0003,"EXTERIOR RENOVATIONS: GENERAL INDUSTRIAL MEDIUM (REDUCING BUILDING FOOTPRINT); CHANGES TO SITE PLAN: GENERAL INDUSTRIAL MEDUIM (WHEEL CHAIR RAMP, LANDSCAPING)",permit,unknown
calgary,205 8 AV SE,DOWNTOWN COMMERCIAL CORE,,51.045339637173576,-114.06005553882916,yes,building,2,2,0,lift; ramp,2014-07-19T00:00:00.000,2020-11-25T00:00:00.000,BP2020-15443; BP2014-10166,,Interior Alteration - Calgary Public Building Elevator Modernization,permit,completed
calgary,2140 BROWNSEA DR NW,WEST HILLHURST,,51.0494481541582,-114.10951211272196,yes,building+development,2,1,1,handicap; ramp,1995-03-28T00:00:00.000,2010-06-07T00:00:00.000,BP2010-06001,DP1995-1206,Commercial Project (Renovation to handicap ramp ),permit,completed
calgary,2206 2 ST SW,MISSION,,51.03238781690439,-114.06872099961814,yes,building,2,2,0,lift,2017-03-20T00:00:00.000,2017-08-29T00:00:00.000,BP2016-12356; BP2017-11132,,Holy Cross Care Centre - Temporary Hoist Elevator,permit,completed
calgary,225 42 AV SE,MANCHESTER INDUSTRIAL,,51.01576234678134,-114.05843263304487,yes,development,2,0,2,barrier-free; ramp,2018-09-14T00:00:00.000,2019-10-18T00:00:00.000,,DP2018-4427; DP2019-5441,"CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - LIGHT (BARRIER FREE RAMP, AND PARKING STALL RECONFIGURATION)",permit,unknown
calgary,2410 2 AV SE,MAYLAND,,51.05084788121341,-114.0037901751029,yes,development,2,0,2,ramp,1994-05-03T00:00:00.000,1996-03-28T00:00:00.000,,DP1996-0736; DP1994-1546,CONVERTED JOB - ADDITION OF LOADING RAMP TO EXISTING WAREHOUSE,permit,unknown
calgary,2500 LAKE BONAVISTA DR SE,LAKE BONAVISTA,,50.940904538108775,-114.06087029554078,yes,building+development,2,1,1,lift,2011-02-14T00:00:00.000,2011-05-11T00:00:00.000,BP2011-04154,DP2011-0516,Elevator Addition,permit,completed
calgary,2750 CENTRE AV NE,MERIDIAN,,51.052500041867475,-113.99690589620023,yes,building+development,2,1,1,ramp,2023-11-06T00:00:00.000,2024-01-16T00:00:00.000,BP2023-19628,DP2023-07862,Exterior alteration - Overhead door and ramp,permit,completed
calgary,280 MIDPARK WY SE,MIDNAPORE,,50.9099710802615,-114.0636056422883,yes,development,2,0,2,lift,2014-01-28T00:00:00.000,2016-03-31T00:00:00.000,,DP2014-0330; DP2016-1198,"ADDITION: OFFICE (ELEVATOR VESTIBULE, EAST ELEVATION); CHANGES TO SITE PLAN: OFFICE (LANDSCAPING)",permit,unknown
calgary,303 58 AV SE,MANCHESTER INDUSTRIAL,,51.00121517609304,-114.0592365264218,yes,development,2,0,2,ramp,2016-01-18T00:00:00.000,2016-12-09T00:00:00.000,,DP2016-0160; DP2016-5068,"CHANGES TO SITE PLAN: GENERAL INDUSTRIAL - LIGHT, SPECIALTY FOOD STORE (GARBAGE ENCLOSURE & ACCESS RAMP); EXTERIOR RENOVATIONS: GENERAL INDUSTRIAL - LIGHT (REFURBISH BUILDING FACADE, RECONFIGURE ENTRANCE & 2 NEW OVERHEAD DOORS)",permit,unknown
calgary,304 8 AV SW,DOWNTOWN COMMERCIAL CORE,,51.04580909340888,-114.06819303570875,yes,building,2,2,0,lift,2002-12-03T00:00:00.000,2017-07-21T00:00:00.000,BP2017-08494; BP2002-16012,,Lancaster Elevator Lobby Renovations - Floor 6,permit,completed
calgary,315 10 AV SE,BELTLINE,,51.04300357300212,-114.05672793351575,yes,building+development,2,1,1,handicap; ramp,2010-04-20T00:00:00.000,2010-08-07T00:00:00.000,BP2010-09152,DP2010-1449,Exterior Renovations (Handicap ramp and vestibule).,permit,completed
calgary,330 12 AV SW,BELTLINE,,51.04172899555492,-114.0698344839734,yes,building,2,2,0,lift; ramp,2003-06-05T00:00:00.000,2004-08-04T00:00:00.000,BP2004-09714; BP2003-05905,,Concrete Ramp,permit,completed
